iter	Passed	Remaining
615	5329	81181
616	5337	81168
617	5346	81159
618	5354	81143
619	5362	81132
620	5371	81118
621	5379	81102
622	5387	81087
623	5396	81089
624	5404	81070
625	5412	81056
626	5421	81039
627	5429	81022
628	5437	81008
629	5445	80998
630	5454	80982
631	5462	80968
632	5471	80961
633	5480	80961
634	5488	80947
635	5496	80929
636	5504	80915
637	5513	80911
638	5522	80897
639	5530	80878
640	5538	80870
641	5547	80858
642	5555	80843
643	5563	80824
644	5571	80812
645	5580	80798
646	5588	80783
647	5596	80763
648	5604	80747
649	5613	80745
650	5621	80730
651	5629	80715
652	5639	80727
653	5648	80723
654	5656	80708
655	5665	80691
656	5672	80671
657	5680	80655
658	5688	80635
659	5696	80617
660	5705	80607
661	5713	80588
662	5721	80572
663	5729	80556
664	5737	80546
665	5746	80536
666	5755	80527
667	5763	80521
668	5772	80508
669	5780	80496
670	5789	80492
671	5797	80474
672	5805	80461
673	5813	80445
674	5822	80431
675	5830	80420
676	5838	80399
677	5846	80383
678	5854	80363
679	5861	80342
680	5870	80331
681	5878	80317
682	5886	80297
683	5894	80285
684	5904	80288
685	5914	80296
686	5922	80281
687	5931	80280
688	5939	80266
689	5947	80252
690	5956	80250
691	5966	80249
692	5975	80254
693	5983	80238
694	5993	80238
695	6001	80227
696	6009	80210
697	6017	80199
698	6026	80184
699	6035	80190
700	6044	80183
701	6053	80178
702	6063	80190
703	6073	80194
704	6081	80183
705	6090	80170
706	6098	80161
707	6107	80153
708	6115	80138
709	6123	80123
710	6132	80116
711	6140	80100
712	6148	80085
713	6156	80074
714	6164	80057
715	6173	80042
716	6180	80025
717	6189	80018
718	6197	80004
719	6205	79987
720	6214	79973
721	6222	79960
722	6230	79947
723	6238	79926
724	6246	79917
725	6255	79908
726	6263	79891
727	6271	79876
728	6280	79871
729	6288	79857
730	6296	79843
731	6305	79833
732	6313	79822
733	6321	79808
734	6330	79793
735	6338	79778
736	6346	79765
737	6354	79756
738	6363	79745
739	6371	79729
740	6379	79714
741	6387	79698
742	6395	79686
743	6404	79672
744	6412	79655
745	6420	79643
746	6428	79629
747	6437	79625
748	6445	79612
749	6454	79606
750	6463	79598
751	6471	79587
752	6480	79576
753	6488	79566
754	6496	79553
755	6504	79536
756	6513	79524
757	6520	79506
758	6528	79490
759	6537	79478
760	6545	79464
761	6553	79448
762	6561	79431
763	6569	79418
764	6577	79402
765	6585	79390
766	6594	79382
767	6603	79379
768	6611	79362
769	6619	79350
770	6628	79342
771	6636	79329
772	6644	79314
773	6653	79303
774	6661	79296
775	6669	79282
776	6678	79269
777	6686	79254
778	6694	79242
779	6702	79226
780	6711	79221
781	6720	79215
782	6728	79200
783	6736	79183
784	6744	79173
785	6753	79163
786	6760	79146
787	6769	79133
788	6776	79114
789	6784	79100
790	6792	79085
791	6800	79070
792	6809	79057
793	6817	79046
794	6825	79032
795	6834	79025
796	6842	79012
797	6851	79010
798	6860	79003
799	6869	78997
800	6878	78999
801	6889	79013
802	6898	79012
803	6908	79016
804	6916	79007
805	6925	78994
806	6933	78980
807	6941	78967
808	6949	78957
809	6958	78943
810	6966	78933
811	6974	78918
812	6982	78899
813	6990	78884
814	6998	78876
815	7007	78865
816	7015	78851
817	7023	78838
818	7032	78831
819	7040	78820
820	7048	78808
821	7056	78794
822	7065	78782
823	7073	78767
824	7081	78751
825	7089	78742
826	7099	78745
827	7107	78729
828	7117	78735
829	7125	78723
830	7133	78711
831	7141	78696
832	7150	78685
833	7158	78669
834	7166	78656
835	7174	78644
836	7182	78631
837	7193	78643
838	7201	78632
839	7210	78632
840	7218	78618
841	7226	78604
842	7234	78589
843	7243	78576
844	7251	78564
845	7259	78554
846	7267	78538
847	7275	78522
848	7285	78529
849	7294	78520
850	7302	78507
851	7311	78503
852	7319	78488
853	7327	78477
854	7335	78462
855	7344	78452
856	7352	78441
857	7360	78426
858	7368	78411
859	7376	78398
860	7385	78392
861	7414	78599
862	7436	78730
863	7444	78714
864	7452	78701
865	7461	78694
866	7469	78683
867	7477	78669
868	7485	78653
869	7493	78639
870	7501	78625
871	7509	78609
872	7518	78600
873	7526	78589
874	7534	78579
875	7543	78570
876	7551	78555
877	7559	78542
878	7570	78554
879	7578	78542
880	7587	78531
881	7595	78525
882	7604	78513
883	7612	78500
884	7620	78486
885	7629	78478
886	7637	78470
887	7646	78457
888	7654	78444
889	7662	78428
890	7670	78416
891	7678	78405
892	7686	78393
893	7694	78377
894	7702	78360
895	7711	78349
896	7719	78335
897	7726	78318
898	7734	78303
899	7742	78290
900	7751	78275
901	7759	78262
902	7767	78253
903	7776	78250
904	7785	78246
905	7794	78236
906	7802	78219
907	7810	78207
908	7821	78219
909	7829	78207
910	7837	78196
911	7845	78181
912	7853	78165
913	7861	78148
914	7869	78133
915	7877	78120
916	7885	78107
917	7893	78096
918	7902	78085
919	7910	78071
920	7919	78065
921	7928	78062
922	7938	78065
923	7946	78055
924	7954	78044
925	7963	78034
926	7971	78020
927	7979	78010
928	7988	78002
929	7996	77989
930	8005	77982
931	8014	77980
932	8023	77972
933	8031	77959
934	8039	77945
935	8049	77946
936	8058	77940
937	8066	77930
938	8075	77921
939	8082	77906
940	8091	77895
941	8099	77884
942	8107	77871
943	8117	77869
944	8126	77864
945	8135	77860
946	8143	77852
947	8151	77837
948	8159	77823
949	8168	77815
950	8176	77802
951	8184	77785
952	8192	77770
953	8200	77758
954	8208	77746
955	8217	77735
956	8224	77720
957	8232	77702
958	8240	77684
959	8248	77674
960	8256	77663
961	8265	77652
962	8273	77643
963	8281	77629
964	8289	77615
965	8298	77604
966	8306	77590
967	8314	77583
968	8323	77575
969	8331	77563
970	8340	77551
971	8348	77541
972	8356	77526
973	8364	77510
974	8372	77496
975	8381	77492
976	8389	77478
977	8397	77465
978	8405	77452
979	8414	77445
980	8423	77441
981	8431	77428
982	8439	77414
983	8447	77401
984	8455	77386
985	8464	77378
986	8472	77364
987	8479	77349
988	8488	77338
989	8496	77325
990	8505	77318
991	8513	77308
992	8521	77298
993	8530	77286
994	8538	77279
995	8547	77268
996	8555	77253
997	8563	77241
998	8571	77233
999	8579	77219
1000	8588	77208
1001	8596	77196
1002	8605	77193
1003	8614	77191
1004	8623	77185
1005	8632	77177
1006	8640	77162
1007	8648	77150
1008	8656	77135
1009	8664	77126
1010	8673	77118
1011	8681	77105
1012	8689	77093
1013	8698	77087
1014	8707	77080
1015	8715	77069
1016	8724	77064
1017	8733	77057
1018	8741	77043
1019	8749	77033
1020	8759	77031
1021	8767	77021
1022	8775	77009
1023	8784	76998
1024	8793	76998
1025	8802	76992
1026	8811	76985
1027	8819	76971
1028	8827	76957
1029	8834	76940
1030	8843	76931
1031	8851	76918
1032	8859	76902
1033	8867	76887
1034	8874	76873
1035	8882	76859
1036	8890	76845
1037	8898	76828
1038	8906	76813
1039	8914	76803
1040	8923	76797
1041	8931	76785
1042	8940	76777
1043	8948	76766
1044	8957	76758
1045	8965	76750
1046	8974	76738
1047	8982	76725
1048	8990	76713
1049	8999	76708
1050	9008	76704
1051	9016	76691
1052	9025	76682
1053	9033	76670
1054	9041	76657
1055	9049	76649
1056	9058	76638
1057	9066	76629
1058	9074	76617
1059	9083	76612
1060	9092	76608
1061	9101	76601
1062	9110	76596
1063	9120	76596
1064	9128	76587
1065	9137	76577
1066	9145	76564
1067	9153	76553
1068	9162	76545
1069	9170	76537
1070	9178	76525
1071	9187	76514
1072	9195	76505
1073	9203	76494
1074	9212	76488
1075	9221	76482
1076	9229	76469
1077	9237	76457
1078	9246	76448
1079	9254	76436
1080	9263	76428
1081	9272	76421
1082	9280	76412
1083	9289	76404
1084	9297	76391
1085	9305	76381
1086	9313	76370
1087	9323	76369
1088	9332	76363
1089	9341	76358
1090	9350	76352
1091	9358	76341
1092	9367	76334
1093	9375	76323
1094	9383	76308
1095	9392	76302
1096	9403	76320
1097	9413	76318
1098	9421	76303
1099	9429	76292
1100	9438	76284
1101	9446	76276
1102	9455	76269
1103	9465	76268
1104	9473	76260
1105	9481	76248
1106	9489	76236
1107	9498	76226
1108	9506	76213
1109	9514	76199
1110	9523	76193
1111	9531	76180
1112	9539	76170
1113	9548	76168
1114	9558	76164
1115	9566	76155
1116	9574	76142
1117	9582	76130
1118	9591	76124
1119	9599	76112
1120	9607	76101
1121	9616	76089
1122	9624	76078
1123	9632	76067
1124	9640	76055
1125	9649	76046
1126	9658	76039
1127	9666	76027
1128	9674	76015
1129	9682	76004
1130	9690	75993
1131	9699	75983
1132	9707	75970
1133	9715	75960
1134	9725	75958
1135	9733	75948
1136	9741	75936
1137	9749	75926
1138	9757	75913
1139	9765	75899
1140	9774	75888
1141	9783	75883
1142	9791	75870
1143	9799	75861
1144	9807	75850
1145	9816	75839
1146	9824	75828
1147	9832	75815
1148	9840	75805
1149	9848	75792
1150	9856	75781
1151	9865	75769
1152	9873	75758
1153	9881	75745
1154	9889	75737
1155	9898	75726
1156	9906	75716
1157	9916	75717
1158	9925	75709
1159	9933	75697
1160	9942	75698
1161	9953	75706
1162	9961	75694
1163	9970	75683
1164	9978	75670
1165	9986	75660
1166	9994	75648
1167	10002	75636
1168	10010	75625
1169	10018	75612
1170	10027	75604
1171	10035	75591
1172	10043	75578
1173	10051	75568
1174	10060	75557
1175	10068	75547
1176	10076	75534
1177	10084	75521
1178	10092	75507
1179	10100	75494
1180	10108	75483
1181	10116	75470
1182	10124	75460
1183	10133	75452
1184	10141	75442
1185	10150	75433
1186	10158	75424
1187	10166	75412
1188	10174	75399
1189	10183	75392
1190	10192	75384
1191	10200	75371
1192	10208	75359
1193	10216	75351
1194	10225	75341
1195	10233	75332
1196	10242	75324
1197	10252	75326
1198	10261	75323
1199	10269	75313
1200	10279	75308
1201	10287	75298
1202	10296	75291
1203	10306	75293
1204	10315	75293
1205	10325	75293
1206	10334	75283
1207	10342	75274
1208	10350	75262
1209	10359	75252
1210	10367	75244
1211	10375	75231
1212	10383	75218
1213	10391	75205
1214	10400	75200
1215	10439	75408
1216	10447	75400
1217	10455	75386
1218	10463	75372
1219	10471	75359
1220	10479	75349
1221	10487	75337
1222	10496	75325
1223	10504	75314
1224	10512	75302
1225	10520	75292
1226	10528	75279
1227	10536	75266
1228	10544	75256
1229	10552	75242
1230	10560	75230
1231	10568	75217
1232	10577	75208
1233	10585	75195
1234	10593	75185
1235	10603	75181
1236	10611	75171
1237	10619	75159
1238	10627	75147
1239	10635	75137
1240	10645	75134
1241	10653	75120
1242	10661	75107
1243	10669	75097
1244	10678	75089
1245	10686	75078
1246	10694	75067
1247	10702	75053
1248	10710	75040
1249	10718	75027
1250	10727	75026
1251	10735	75013
1252	10743	75001
1253	10752	74989
1254	10760	74978
1255	10768	74969
1256	10777	74959
1257	10785	74950
1258	10793	74939
1259	10801	74926
1260	10809	74914
1261	10818	74903
1262	10826	74896
1263	10834	74884
1264	10842	74872
1265	10851	74862
1266	10860	74856
1267	10868	74846
1268	10878	74844
1269	10891	74866
1270	10900	74866
1271	10910	74861
1272	10919	74855
1273	10927	74846
1274	10936	74838
1275	10945	74832
1276	10954	74825
1277	10962	74815
1278	10970	74803
1279	10978	74790
1280	10986	74779
1281	10994	74768
1282	11003	74757
1283	11011	74749
1284	11019	74737
1285	11028	74728
1286	11036	74718
1287	11044	74705
1288	11052	74695
1289	11061	74686
1290	11069	74676
1291	11078	74670
1292	11087	74662
1293	11095	74650
1294	11103	74641
1295	11112	74633
1296	11121	74623
1297	11130	74621
1298	11138	74610
1299	11147	74602
1300	11155	74592
1301	11164	74581
1302	11173	74576
1303	11186	74600
1304	11197	74608
1305	11209	74623
1306	11221	74635
1307	11229	74625
1308	11237	74612
1309	11246	74606
1310	11256	74607
1311	11264	74595
1312	11273	74584
1313	11281	74574
1314	11289	74562
1315	11297	74551
1316	11306	74542
1317	11314	74532
1318	11323	74524
1319	11331	74516
1320	11340	74504
1321	11348	74497
1322	11357	74486
1323	11365	74474
1324	11374	74468
1325	11382	74461
1326	11391	74451
1327	11399	74440
1328	11407	74430
1329	11416	74419
1330	11425	74418
1331	11434	74410
1332	11442	74397
1333	11450	74386
1334	11458	74375
1335	11467	74368
1336	11475	74355
1337	11483	74343
1338	11491	74330
1339	11499	74318
1340	11508	74310
1341	11516	74298
1342	11525	74290
1343	11534	74287
1344	11543	74279
1345	11551	74267
1346	11559	74257
1347	11567	74246
1348	11575	74234
1349	11583	74222
1350	11592	74214
1351	11600	74202
1352	11608	74188
1353	11616	74176
1354	11624	74165
1355	11633	74158
1356	11641	74146
1357	11649	74134
1358	11657	74123
1359	11665	74110
1360	11673	74100
1361	11681	74088
1362	11692	74090
1363	11700	74078
1364	11708	74065
1365	11716	74055
1366	11724	74044
1367	11733	74035
1368	11741	74026
1369	11750	74021
1370	11759	74012
1371	11767	74001
1372	11775	73990
1373	11783	73978
1374	11791	73967
1375	11800	73958
1376	11808	73946
1377	11817	73941
1378	11826	73933
1379	11834	73925
1380	11843	73915
1381	11851	73904
1382	11859	73892
1383	11867	73883
1384	11876	73871
1385	11884	73860
1386	11892	73849
1387	11900	73836
1388	11908	73823
1389	11915	73810
1390	11924	73802
1391	11935	73804
1392	11943	73796
1393	11951	73786
1394	11961	73783
1395	11970	73776
1396	11978	73764
1397	11986	73751
1398	11994	73739
1399	12002	73728
1400	12010	73718
1401	12018	73707
1402	12027	73701
1403	12037	73699
1404	12047	73697
1405	12055	73690
1406	12064	73684
1407	12073	73676
1408	12082	73667
1409	12090	73656
1410	12098	73647
1411	12106	73636
1412	12114	73624
1413	12123	73613
1414	12131	73603
1415	12140	73595
1416	12148	73585
1417	12157	73579
1418	12165	73570
1419	12174	73559
1420	12182	73549
1421	12190	73536
1422	12199	73529
1423	12207	73517
1424	12215	73506
1425	12223	73494
1426	12231	73484
1427	12239	73472
1428	12248	73463
1429	12256	73453
1430	12264	73442
1431	12273	73433
1432	12281	73420
1433	12289	73409
1434	12297	73399
1435	12305	73387
1436	12313	73376
1437	12322	73367
1438	12331	73365
1439	12340	73356
1440	12349	73349
1441	12357	73339
1442	12366	73332
1443	12374	73323
1444	12382	73311
1445	12391	73301
1446	12399	73290
1447	12408	73283
1448	12416	73274
1449	12425	73266
1450	12433	73257
1451	12442	73247
1452	12450	73235
1453	12459	73229
1454	12467	73220
1455	12476	73212
1456	12484	73202
1457	12493	73193
1458	12501	73186
1459	12510	73176
1460	12518	73167
1461	12527	73160
1462	12535	73148
1463	12543	73137
1464	12551	73125
1465	12559	73114
1466	12568	73103
1467	12576	73091
1468	12584	73083
1469	12592	73071
1470	12600	73059
1471	12608	73048
1472	12616	73037
1473	12624	73024
1474	12632	73012
1475	12640	73001
1476	12649	72990
1477	12657	72980
1478	12665	72969
1479	12673	72956
1480	12682	72954
1481	12692	72949
1482	12701	72943
1483	12709	72935
1484	12718	72930
1485	12727	72924
1486	12736	72916
1487	12745	72907
1488	12753	72895
1489	12761	72883
1490	12769	72875
1491	12778	72866
1492	12786	72857
1493	12794	72844
1494	12802	72831
1495	12811	72826
1496	12819	72815
1497	12828	72807
1498	12836	72796
1499	12844	72788
1500	12853	72776
1501	12862	72770
1502	12871	72767
1503	12880	72763
1504	12889	72754
1505	12897	72745
1506	12906	72735
1507	12914	72723
1508	12922	72715
1509	12931	72706
1510	12940	72701
1511	12948	72690
1512	12957	72683
1513	12965	72673
1514	12973	72662
1515	12982	72652
1516	12990	72641
1517	12998	72630
1518	13007	72622
1519	13015	72610
1520	13024	72604
1521	13031	72591
1522	13039	72578
1523	13047	72566
1524	13056	72558
1525	13064	72550
1526	13073	72544
1527	13081	72532
1528	13089	72521
1529	13097	72509
1530	13106	72500
1531	13114	72489
1532	13123	72481
1533	13131	72470
1534	13140	72463
1535	13148	72455
1536	13156	72444
1537	13164	72432
1538	13173	72422
1539	13182	72415
1540	13190	72405
1541	13199	72397
1542	13207	72386
1543	13215	72376
1544	13223	72367
1545	13233	72364
1546	13241	72352
1547	13249	72340
1548	13257	72329
1549	13266	72321
1550	13274	72310
1551	13282	72302
1552	13291	72293
1553	13299	72282
1554	13307	72271
1555	13316	72262
1556	13324	72251
1557	13332	72241
1558	13341	72233
1559	13349	72222
1560	13357	72213
1561	13366	72206
1562	13375	72198
1563	13383	72189
1564	13392	72180
1565	13400	72170
1566	13408	72161
1567	13417	72155
1568	13464	72353
1569	13474	72347
1570	13482	72339
1571	13491	72332
1572	13501	72328
1573	13509	72319
1574	13517	72309
1575	13526	72299
1576	13535	72294
1577	13544	72286
1578	13552	72277
1579	13561	72269
1580	13571	72267
1581	13579	72257
1582	13587	72248
1583	13597	72245
1584	13605	72235
1585	13614	72224
1586	13622	72217
1587	13631	72206
1588	13639	72194
1589	13647	72183
1590	13655	72172
1591	13664	72166
1592	13673	72159
1593	13681	72150
1594	13689	72138
1595	13697	72128
1596	13705	72117
1597	13714	72107
1598	13722	72098
1599	13730	72086
1600	13739	72076
1601	13747	72066
1602	13756	72060
1603	13765	72054
1604	13773	72043
1605	13782	72035
1606	13790	72024
1607	13798	72014
1608	13807	72006
1609	13815	71995
1610	13824	71989
1611	13832	71977
1612	13841	71970
1613	13849	71958
1614	13857	71948
1615	13865	71937
1616	13873	71925
1617	13882	71916
1618	13890	71906
1619	13898	71896
1620	13907	71887
1621	13916	71880
1622	13924	71869
1623	13933	71863
1624	13942	71855
1625	13950	71845
1626	13958	71834
1627	13966	71822
1628	13974	71810
1629	13982	71800
1630	13990	71789
1631	13998	71777
1632	14006	71767
1633	14014	71755
1634	14023	71745
1635	14031	71735
1636	14039	71725
1637	14048	71715
1638	14056	71703
1639	14064	71692
1640	14072	71682
1641	14080	71670
1642	14088	71659
1643	14096	71647
1644	14104	71636
1645	14113	71628
1646	14121	71619
1647	14130	71611
1648	14138	71600
1649	14146	71588
1650	14154	71578
1651	14162	71566
1652	14170	71556
1653	14178	71544
1654	14186	71534
1655	14195	71524
1656	14202	71511
1657	14210	71500
1658	14221	71500
1659	14229	71489
1660	14237	71477
1661	14245	71466
1662	14253	71455
1663	14262	71447
1664	14271	71440
1665	14281	71440
1666	14289	71430
1667	14297	71419
1668	14305	71409
1669	14314	71399
1670	14322	71390
1671	14330	71379
1672	14339	71374
1673	14348	71363
