iter	Logloss
1830	0.5155237023
1835	0.5154943021
1840	0.5154652225
1845	0.515440952
1850	0.5154148541
1855	0.5153831134
1860	0.5153537773
1865	0.5153220687
1870	0.5152909692
1875	0.5152606072
1880	0.5152274558
1885	0.5152044037
1890	0.5151770554
1895	0.5151438719
1900	0.5151123236
1905	0.5150846226
1910	0.5150588774
1915	0.5150297978
1920	0.5150028983
1925	0.51497446
1930	0.5149465987
1935	0.5149155313
1940	0.5148851692
1945	0.5148574041
1950	0.5148361154
1955	0.5148130313
1960	0.5147914861
1965	0.5147646187
1970	0.514739162
1975	0.5147087037
1980	0.5146845295
1985	0.5146534621
1990	0.5146260176
1995	0.514600048
2000	0.514571321
2005	0.5145423055
2010	0.5145157588
2015	0.5144920013
2020	0.5144639156
2025	0.5144341307
2030	0.5144054037
2035	0.5143718355
2040	0.5143454812
2045	0.5143231024
2050	0.5143033526
2055	0.5142764211
2060	0.5142504194
2065	0.5142193199
2070	0.5141842448
2075	0.5141534339
2080	0.51412631
2085	0.5141020717
2090	0.5140726073
2095	0.5140447781
2100	0.5140166283
2105	0.5139870357
2110	0.5139576034
2115	0.5139310246
2120	0.513900406
2125	0.5138764883
2130	0.5138460942
2135	0.5138202207
2140	0.5137919105
2145	0.5137592721
2150	0.513733559
2155	0.5136991892
2160	0.5136727387
2165	0.5136388819
2170	0.5136125275
2175	0.5135933228
2180	0.5135686035
2185	0.5135412873
2190	0.5135125283
2195	0.5134868151
2200	0.51345905
2205	0.5134341704
2210	0.5134095473
2215	0.5133802433
2220	0.5133451041
2225	0.5133175634
2230	0.5132898304
2235	0.5132665539
2240	0.5132341399
2245	0.5132078176
2250	0.5131829701
2255	0.5131544355
2260	0.5131270231
2265	0.5131077222
2270	0.5130828105
2275	0.5130561676
2280	0.5130325384
2285	0.5130024008
2290	0.5129757578
2295	0.5129524172
2300	0.5129273132
2305	0.5128974961
2310	0.5128711097
2315	0.5128476729
2320	0.5128200039
2325	0.51279179
2330	0.5127645699
2335	0.5127394018
2340	0.5127127909
2345	0.5126888411
2350	0.5126572287
2355	0.5126352987
2360	0.512613978
2365	0.5125853793
2370	0.5125552416
2375	0.5125264826
2380	0.5124967618
2385	0.5124791601
2390	0.5124507859
2395	0.5124242391
2400	0.5123960572
2405	0.5123721074
2410	0.5123423225
2415	0.512315391
2420	0.5122944229
2425	0.5122701204
2430	0.5122509798
2435	0.5122236315
2440	0.5121946801
2445	0.512169512
2450	0.5121446004
2455	0.5121105192
2460	0.512084806
2465	0.5120630364
2470	0.5120394713
2475	0.5120164834
2480	0.5119917641
2485	0.5119669486
2490	0.5119461729
2495	0.5119221269
2500	0.5118966061
2505	0.5118712136
2510	0.5118527462
2515	0.5118276102
2520	0.5118043337
2525	0.5117814739
2530	0.5117567547
2535	0.5117368767
2540	0.511708278
2545	0.5116799678
2550	0.5116509523
2555	0.5116213277
2560	0.5115952298
2565	0.5115716968
2570	0.5115501195
2575	0.5115262018
2580	0.5115030856
2585	0.5114806106
2590	0.5114488699
2595	0.5114182514
2600	0.5113928588
2605	0.5113632021
2610	0.5113373286
2615	0.5113097559
2620	0.5112838824
2625	0.5112581692
2630	0.5112353416
2635	0.5112086345
2640	0.5111903595
2645	0.5111641975
2650	0.5111354385
2655	0.5111061024
2660	0.5110787221
2665	0.5110540349
2670	0.5110312072
2675	0.5110069368
2680	0.5109840771
2685	0.5109616662
2690	0.5109302782
2695	0.5109070017
2700	0.5108832442
2705	0.510855415
2710	0.5108332607
2715	0.5108068742
2720	0.510780616
2725	0.510756025
