学科名称,大学名称,排名,论文数,引用次数,每篇论文引用次数
MATERIALS SCIENCE,"SHANGHAI ADVANCED RESEARCH INSTITUTE, CAS",513,1338,37637,28.130
MATERIALS SCIENCE,"SHANGHAI INSTITUTE OF MICROSYSTEM & INFORMATION TECHNOLOGY, CAS",528,1381,36448,26.390
MATERIALS SCIENCE,WENZHOU MEDICAL UNIVERSITY,530,1359,36185,26.630
MATERIALS SCIENCE,"CHANGCHUN INSTITUTE OF OPTICS, FINE MECHANICS & PHYSICS, CAS",541,1074,35258,32.830
MATERIALS SCIENCE,SONGSHAN LAKE MATERIALS LABORATORY,542,1595,35255,22.100
MATERIALS SCIENCE,SHANGHAI UNIVERSITY OF ENGINEERING SCIENCE,544,2278,35032,15.380
MATERIALS SCIENCE,HARBIN UNIVERSITY OF SCIENCE & TECHNOLOGY,552,2170,34678,15.980
MATERIALS SCIENCE,"INSTITUTE OF MECHANICS, CAS",554,1121,34569,30.840
MATERIALS SCIENCE,XI'AN TECHNOLOGICAL UNIVERSITY,555,1720,34481,20.050
MATERIALS SCIENCE,BEIJING FORESTRY UNIVERSITY,559,1303,34333,26.350
MATERIALS SCIENCE,NANCHANG HANGKONG UNIVERSITY,562,1824,33891,18.580
MATERIALS SCIENCE,SHANDONG NORMAL UNIVERSITY,567,957,33348,34.850
MATERIALS SCIENCE,YANTAI UNIVERSITY,569,1658,32866,19.820
MATERIALS SCIENCE,QINGDAO UNIVERSITY OF TECHNOLOGY,579,1563,32174,20.580
MATERIALS SCIENCE,CENTRAL CHINA NORMAL UNIVERSITY,585,591,31692,53.620
MATERIALS SCIENCE,HUAQIAO UNIVERSITY,588,1332,31551,23.690
MATERIALS SCIENCE,JIANGXI NORMAL UNIVERSITY,590,940,31354,33.360
MATERIALS SCIENCE,GUIZHOU UNIVERSITY,593,2463,31080,12.620
MATERIALS SCIENCE,XINJIANG UNIVERSITY,594,1925,31030,16.120
MATERIALS SCIENCE,"SHANGHAI INSTITUTE OF TECHNICAL PHYSICS, CAS",599,868,30751,35.430
MATERIALS SCIENCE,NANJING MEDICAL UNIVERSITY,603,1393,30579,21.950
MATERIALS SCIENCE,SUZHOU UNIVERSITY OF SCIENCE & TECHNOLOGY,604,1612,30577,18.970
MATERIALS SCIENCE,YUNNAN UNIVERSITY,610,1481,30123,20.340
MATERIALS SCIENCE,NANJING UNIVERSITY OF INFORMATION SCIENCE & TECHNOLOGY,614,909,29723,32.700
MATERIALS SCIENCE,NANTONG UNIVERSITY,616,1492,29423,19.720
MATERIALS SCIENCE,FOSHAN UNIVERSITY,619,1419,29339,20.680
MATERIALS SCIENCE,PEKING UNION MEDICAL COLLEGE,621,1041,29326,28.170
MATERIALS SCIENCE,TAIYUAN UNIVERSITY OF SCIENCE & TECHNOLOGY,623,2020,29263,14.490
MATERIALS SCIENCE,CHINA PHARMACEUTICAL UNIVERSITY,629,899,28955,32.210
MATERIALS SCIENCE,CHENGDU UNIVERSITY,640,1554,28372,18.260
MATERIALS SCIENCE,SHANGHAI NORMAL UNIVERSITY,644,875,28217,32.250
MATERIALS SCIENCE,XI'AN UNIVERSITY OF SCIENCE & TECHNOLOGY,648,1639,28049,17.110
MATERIALS SCIENCE,SHENYANG UNIVERSITY OF TECHNOLOGY,655,2286,27906,12.210
MATERIALS SCIENCE,"THE CHINESE UNIVERSITY OF HONG KONG, SHENZHEN",667,923,27534,29.830
MATERIALS SCIENCE,HUNAN UNIVERSITY OF TECHNOLOGY,670,1064,27485,25.830
MATERIALS SCIENCE,CAS CENTER FOR EXCELLENCE IN QUANTUM INFORMATION & QUANTUM PHYSICS,675,456,27302,59.870
MATERIALS SCIENCE,SHANGHAI UNIVERSITY OF ELECTRIC POWER,694,872,26574,30.470
MATERIALS SCIENCE,HARBIN NORMAL UNIVERSITY,696,807,26493,32.830
MATERIALS SCIENCE,BEIJING UNIVERSITY OF POSTS & TELECOMMUNICATIONS,697,813,26478,32.570
MATERIALS SCIENCE,SHANDONG UNIVERSITY OF TECHNOLOGY,702,1817,26396,14.530
MATERIALS SCIENCE,CHANGCHUN UNIVERSITY OF SCIENCE & TECHNOLOGY,703,1920,26385,13.740
MATERIALS SCIENCE,GUANGZHOU MEDICAL UNIVERSITY,706,958,26286,27.440
MATERIALS SCIENCE,YANCHENG INSTITUTE OF TECHNOLOGY,721,1383,25719,18.600
MATERIALS SCIENCE,NORTHWEST NORMAL UNIVERSITY - CHINA,727,1046,25312,24.200
MATERIALS SCIENCE,GUANGDONG ACADEMY OF SCIENCES,728,1752,25287,14.430
MATERIALS SCIENCE,CHINA THREE GORGES UNIVERSITY,735,1122,25065,22.340
MATERIALS SCIENCE,CHINA IRON & STEEL RESEARCH INSTITUTE GROUP,748,1814,24156,13.320
MATERIALS SCIENCE,CHANGCHUN UNIVERSITY OF TECHNOLOGY,749,1152,24138,20.950
MATERIALS SCIENCE,WUYI UNIVERSITY,765,850,23317,27.430
MATERIALS SCIENCE,AIR FORCE MEDICAL UNIVERSITY,766,827,23252,28.120
MATERIALS SCIENCE,TIANJIN MEDICAL UNIVERSITY,767,858,23217,27.060
MATERIALS SCIENCE,NAVAL MEDICAL UNIVERSITY,769,741,23204,31.310
MATERIALS SCIENCE,CHINESE PEOPLE'S LIBERATION ARMY GENERAL HOSPITAL,778,748,23029,30.790
MATERIALS SCIENCE,NORTH CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY,784,1531,22875,14.940
MATERIALS SCIENCE,JIANGSU NORMAL UNIVERSITY,786,963,22806,23.680
MATERIALS SCIENCE,HUNAN UNIVERSITY OF SCIENCE & TECHNOLOGY,795,1360,22505,16.550
MATERIALS SCIENCE,HUNAN NORMAL UNIVERSITY,799,800,22284,27.860
MATERIALS SCIENCE,HUAZHONG AGRICULTURAL UNIVERSITY,800,581,22260,38.310
MATERIALS SCIENCE,ARMY MEDICAL UNIVERSITY,803,771,22158,28.740
MATERIALS SCIENCE,TJU-NUS JOINT INSTITUTE,806,520,21942,42.200
MATERIALS SCIENCE,CHONGQING MEDICAL UNIVERSITY,807,882,21901,24.830
MATERIALS SCIENCE,RENMIN UNIVERSITY OF CHINA,808,578,21899,37.890
MATERIALS SCIENCE,HANGZHOU NORMAL UNIVERSITY,812,701,21799,31.100
MATERIALS SCIENCE,QUFU NORMAL UNIVERSITY,815,775,21526,27.780
MATERIALS SCIENCE,INNER MONGOLIA UNIVERSITY,821,983,21317,21.690
MATERIALS SCIENCE,SHANGHAI INSTITUTE OF TECHNOLOGY,824,1284,21228,16.530
MATERIALS SCIENCE,JILIN NORMAL UNIVERSITY,828,963,21031,21.840
MATERIALS SCIENCE,CHONGQING UNIVERSITY OF TECHNOLOGY,830,1304,20958,16.070
MATERIALS SCIENCE,ANHUI NORMAL UNIVERSITY,836,785,20825,26.530
MATERIALS SCIENCE,"INSTITUTE OF MICROELECTRONICS, CAS",838,780,20595,26.400
MATERIALS SCIENCE,TIANJIN UNIVERSITY SCIENCE & TECHNOLOGY,847,927,20361,21.960
MATERIALS SCIENCE,BEIJING COMPUTATIONAL SCIENCE RESEARCH CENTER (CSRC),848,460,20330,44.200
MATERIALS SCIENCE,"SHENZHEN RESEARCH INSTITUTE, THE HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY",858,217,19817,91.320
MATERIALS SCIENCE,HUBEI UNIVERSITY OF TECHNOLOGY,860,1230,19672,15.990
MATERIALS SCIENCE,TIANJIN NORMAL UNIVERSITY,868,551,19463,35.320
MATERIALS SCIENCE,NORTHWEST INSTITUTE FOR NONFERROUS METAL RESEARCH - CHINA,870,1514,19408,12.820
MATERIALS SCIENCE,ANHUI UNIVERSITY OF SCIENCE & TECHNOLOGY,871,1401,19395,13.840
MATERIALS SCIENCE,CHINA NATIONAL PETROLEUM CORPORATION,872,1332,19377,14.550
MATERIALS SCIENCE,"CHONGQING INSTITUTE OF GREEN & INTELLIGENT TECHNOLOGY, CAS",874,726,19290,26.570
MATERIALS SCIENCE,CHENGDU UNIVERSITY OF TECHNOLOGY,882,1050,19067,18.160
MATERIALS SCIENCE,CENTRAL SOUTH UNIVERSITY OF FORESTRY & TECHNOLOGY,896,908,18606,20.490
MATERIALS SCIENCE,JIAXING UNIVERSITY,904,942,18330,19.460
MATERIALS SCIENCE,ZHEJIANG A&F UNIVERSITY,908,673,18161,26.990
MATERIALS SCIENCE,CAPITAL NORMAL UNIVERSITY,915,569,18025,31.680
MATERIALS SCIENCE,HEBEI UNIVERSITY OF SCIENCE & TECHNOLOGY,918,1074,17902,16.670
MATERIALS SCIENCE,UNIVERSITY OF SCIENCE & TECHNOLOGY LIAONING,919,1480,17898,12.090
