学科名称,大学名称,排名,论文数,引用次数,每篇论文引用次数
COMPUTER SCIENCE,XIANGTAN UNIVERSITY,562,548,8973,16.370
COMPUTER SCIENCE,KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY,567,703,8896,12.650
COMPUTER SCIENCE,XINJIANG UNIVERSITY,568,827,8893,10.750
COMPUTER SCIENCE,ZHONGNAN UNIVERSITY OF ECONOMICS & LAW,569,380,8864,23.330
COMPUTER SCIENCE,ALIBABA GROUP,574,753,8778,11.660
COMPUTER SCIENCE,HEBEI UNIVERSITY OF TECHNOLOGY,576,624,8693,13.930
COMPUTER SCIENCE,HENAN POLYTECHNIC UNIVERSITY,577,631,8681,13.760
COMPUTER SCIENCE,HENAN UNIVERSITY,586,668,8579,12.840
COMPUTER SCIENCE,STATE KEY LABORATORY OF TRANSIENT OPTICS & PHOTONICS,600,135,8404,62.250
COMPUTER SCIENCE,SOUTH CHINA NORMAL UNIVERSITY,606,761,8323,10.940
COMPUTER SCIENCE,HUNAN NORMAL UNIVERSITY,609,648,8255,12.740
COMPUTER SCIENCE,"ACADEMY OF MATHEMATICS & SYSTEM SCIENCES, CAS",610,485,8243,17.000
COMPUTER SCIENCE,JIANGXI UNIVERSITY OF FINANCE & ECONOMICS,614,452,8120,17.960
COMPUTER SCIENCE,MICROSOFT RESEARCH ASIA,619,390,8045,20.630
COMPUTER SCIENCE,GUANGXI UNIVERSITY,623,760,8005,10.530
COMPUTER SCIENCE,TENCENT,626,649,7970,12.280
COMPUTER SCIENCE,"SHENZHEN RESEARCH INSTITUTE, CITY UNIVERSITY OF HONG KONG",628,256,7951,31.060
COMPUTER SCIENCE,ZHEJIANG LABORATORY,637,771,7831,10.160
COMPUTER SCIENCE,TIANJIN UNIVERSITY OF TECHNOLOGY,640,535,7774,14.530
COMPUTER SCIENCE,"INSTITUTE OF SOFTWARE, CAS",655,823,7563,9.190
COMPUTER SCIENCE,NORTHWEST UNIVERSITY XI'AN,656,714,7535,10.550
COMPUTER SCIENCE,ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY,660,648,7480,11.540
COMPUTER SCIENCE,EAST CHINA JIAOTONG UNIVERSITY,664,576,7408,12.860
COMPUTER SCIENCE,NANJING AGRICULTURAL UNIVERSITY,675,401,7261,18.110
COMPUTER SCIENCE,GUIZHOU UNIVERSITY,681,880,7201,8.180
COMPUTER SCIENCE,HAINAN UNIVERSITY,685,817,7136,8.730
COMPUTER SCIENCE,FUJIAN UNIVERSITY OF TECHNOLOGY,686,447,7119,15.930
COMPUTER SCIENCE,JIANGSU UNIVERSITY OF SCIENCE & TECHNOLOGY,688,549,7077,12.890
COMPUTER SCIENCE,NANJING FORESTRY UNIVERSITY,712,443,6801,15.350
COMPUTER SCIENCE,QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY,717,434,6724,15.490
COMPUTER SCIENCE,DONGGUAN UNIVERSITY OF TECHNOLOGY,732,402,6583,16.380
COMPUTER SCIENCE,SHANTOU UNIVERSITY,734,424,6550,15.450
COMPUTER SCIENCE,ANHUI UNIVERSITY OF TECHNOLOGY,735,354,6549,18.500
COMPUTER SCIENCE,SICHUAN NORMAL UNIVERSITY,738,351,6509,18.540
COMPUTER SCIENCE,BAIDU,747,379,6447,17.010
COMPUTER SCIENCE,SHAOXING UNIVERSITY,748,301,6443,21.410
COMPUTER SCIENCE,TIANGONG UNIVERSITY,749,537,6440,11.990
COMPUTER SCIENCE,HUZHOU UNIVERSITY,752,336,6418,19.100
COMPUTER SCIENCE,SOUTHERN MEDICAL UNIVERSITY - CHINA,754,383,6415,16.750
COMPUTER SCIENCE,CHONGQING JIAOTONG UNIVERSITY,766,310,6260,20.190
COMPUTER SCIENCE,NORTHEAST NORMAL UNIVERSITY - CHINA,768,396,6252,15.790
COMPUTER SCIENCE,CHANG'AN UNIVERSITY,774,610,6229,10.210
COMPUTER SCIENCE,CENTRAL SOUTH UNIVERSITY OF FORESTRY & TECHNOLOGY,780,303,6169,20.360
COMPUTER SCIENCE,HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY,784,525,6134,11.680
COMPUTER SCIENCE,HEILONGJIANG UNIVERSITY,787,335,6110,18.240
COMPUTER SCIENCE,XIHUA UNIVERSITY,791,527,6090,11.560
COMPUTER SCIENCE,HUBEI UNIVERSITY OF TECHNOLOGY,799,492,6058,12.310
COMPUTER SCIENCE,WENZHOU MEDICAL UNIVERSITY,800,254,6055,23.840
COMPUTER SCIENCE,UNIVERSITY OF JINAN,804,427,6033,14.130
COMPUTER SCIENCE,AIR FORCE ENGINEERING UNIVERSITY,810,564,5938,10.530
COMPUTER SCIENCE,CHINA THREE GORGES UNIVERSITY,811,354,5923,16.730
COMPUTER SCIENCE,NANJING UNIVERSITY OF FINANCE & ECONOMICS,824,308,5811,18.870
COMPUTER SCIENCE,ROCKET FORCE UNIVERSITY OF ENGINEERING,825,277,5808,20.970
COMPUTER SCIENCE,CHINESE ACADEMY OF AGRICULTURAL SCIENCES,826,331,5806,17.540
COMPUTER SCIENCE,HUBEI MINZU UNIVERSITY,832,199,5745,28.870
COMPUTER SCIENCE,STATE GRID CORPORATION OF CHINA,834,742,5741,7.740
COMPUTER SCIENCE,SOUTH CENTRAL MINZU UNIVERSITY,839,312,5721,18.340
COMPUTER SCIENCE,BEIJING INFORMATION SCIENCE & TECHNOLOGY UNIVERSITY,852,538,5611,10.430
COMPUTER SCIENCE,JIANGSU NORMAL UNIVERSITY,859,254,5553,21.860
