学科名称,大学名称,排名,论文数,引用次数,每篇论文引用次数
BIOLOGY & BIOCHEMISTRY,HEFEI UNIVERSITY OF TECHNOLOGY,1357,497,9241,18.590
BIOLOGY & BIOCHEMISTRY,XI'AN UNIVERSITY OF ARCHITECTURE & TECHNOLOGY,1362,275,9184,33.400
BIOLOGY & BIOCHEMISTRY,ANHUI UNIVERSITY,1366,589,9159,15.550
BIOLOGY & BIOCHEMISTRY,QINGDAO AGRICULTURAL UNIVERSITY,1373,523,9109,17.420
BIOLOGY & BIOCHEMISTRY,"SHANGHAI INSTITUTE OF ORGANIC CHEMISTRY, CAS",1379,284,9051,31.870
BIOLOGY & BIOCHEMISTRY,CHINESE CENTER FOR DISEASE CONTROL & PREVENTION,1390,518,8956,17.290
BIOLOGY & BIOCHEMISTRY,BEIHANG UNIVERSITY,1394,468,8913,19.040
BIOLOGY & BIOCHEMISTRY,ZHEJIANG A&F UNIVERSITY,1396,442,8904,20.140
BIOLOGY & BIOCHEMISTRY,HENAN MEDICAL UNIVERSITY,1398,633,8886,14.040
BIOLOGY & BIOCHEMISTRY,"SHANGHAI INSTITUTE OF NUTRITION & HEALTH, CAS",1408,349,8788,25.180
BIOLOGY & BIOCHEMISTRY,HUBEI UNIVERSITY OF TECHNOLOGY,1412,463,8750,18.900
BIOLOGY & BIOCHEMISTRY,NINGXIA MEDICAL UNIVERSITY,1429,650,8618,13.260
BIOLOGY & BIOCHEMISTRY,"CHANGCHUN INSTITUTE OF APPLIED CHEMISTRY, CAS",1434,341,8594,25.200
BIOLOGY & BIOCHEMISTRY,"CENTER FOR EXCELLENCE IN MOLECULAR PLANT SCIENCES, CAS",1435,326,8591,26.350
BIOLOGY & BIOCHEMISTRY,JIANGXI AGRICULTURAL UNIVERSITY,1453,415,8447,20.350
BIOLOGY & BIOCHEMISTRY,CHINESE ACADEMY OF FORESTRY,1456,472,8439,17.880
BIOLOGY & BIOCHEMISTRY,TSINGHUA SHENZHEN INTERNATIONAL GRADUATE SCHOOL,1461,271,8383,30.930
BIOLOGY & BIOCHEMISTRY,"AGRICULTURE GENOMES INSTITUTE AT SHENZHEN, CAAS",1466,296,8348,28.200
BIOLOGY & BIOCHEMISTRY,"INSTITUTE OF SUBTROPICAL AGRICULTURE, CAS",1467,248,8346,33.650
BIOLOGY & BIOCHEMISTRY,"INSTITUTE OF PROCESS ENGINEERING, CAS",1472,415,8291,19.980
BIOLOGY & BIOCHEMISTRY,ZHEJIANG OCEAN UNIVERSITY,1480,341,8210,24.080
BIOLOGY & BIOCHEMISTRY,XINJIANG MEDICAL UNIVERSITY,1488,912,8154,8.940
BIOLOGY & BIOCHEMISTRY,NORTH CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY,1492,352,8142,23.130
BIOLOGY & BIOCHEMISTRY,GUANGZHOU UNIVERSITY,1496,298,8131,27.290
BIOLOGY & BIOCHEMISTRY,HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY,1498,567,8119,14.320
BIOLOGY & BIOCHEMISTRY,"INSTITUTE OF PLANT PROTECTION, CAAS",1499,417,8096,19.410
BIOLOGY & BIOCHEMISTRY,ZHEJIANG PROVINCIAL PEOPLE'S HOSPITAL,1505,512,8076,15.770
BIOLOGY & BIOCHEMISTRY,GUANGDONG UNIVERSITY OF TECHNOLOGY,1511,412,8046,19.530
BIOLOGY & BIOCHEMISTRY,SHANDONG UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,1517,616,8007,13.000
BIOLOGY & BIOCHEMISTRY,NORTHEAST NORMAL UNIVERSITY - CHINA,1527,429,7866,18.340
BIOLOGY & BIOCHEMISTRY,"NANJING INSTITUTE OF SOIL SCIENCE, CAS",1530,128,7851,61.340
BIOLOGY & BIOCHEMISTRY,"INSTITUTE OF BOTANY, CAS",1533,234,7829,33.460
BIOLOGY & BIOCHEMISTRY,HENAN UNIVERSITY OF TECHNOLOGY,1535,430,7825,18.200
BIOLOGY & BIOCHEMISTRY,JIANGSU ACADEMY OF AGRICULTURAL SCIENCES,1536,431,7823,18.150
BIOLOGY & BIOCHEMISTRY,SOUTH CHINA NORMAL UNIVERSITY,1537,527,7814,14.830
BIOLOGY & BIOCHEMISTRY,"CHENGDU INSTITUTE OF BIOLOGY, CAS",1538,336,7812,23.250
BIOLOGY & BIOCHEMISTRY,BINZHOU MEDICAL UNIVERSITY,1555,610,7717,12.650
BIOLOGY & BIOCHEMISTRY,"GUANGZHOU INSTITUTE OF ENERGY CONVERSION, CAS",1556,246,7714,31.360
BIOLOGY & BIOCHEMISTRY,SHANDONG SECOND MEDICAL UNIVERSITY,1570,568,7593,13.370
BIOLOGY & BIOCHEMISTRY,UNIVERSITY OF SHANGHAI FOR SCIENCE & TECHNOLOGY,1576,524,7550,14.410
BIOLOGY & BIOCHEMISTRY,CHINA UNIVERSITY OF MINING & TECHNOLOGY,1587,230,7498,32.600
BIOLOGY & BIOCHEMISTRY,HUAIYIN INSTITUTE OF TECHNOLOGY,1589,261,7488,28.690
BIOLOGY & BIOCHEMISTRY,CHINA UNIVERSITY OF GEOSCIENCES,1591,312,7479,23.970
BIOLOGY & BIOCHEMISTRY,HAINAN MEDICAL UNIVERSITY,1625,687,7294,10.620
BIOLOGY & BIOCHEMISTRY,QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY,1626,373,7293,19.550
