iter	Logloss
715	0.4589498678
720	0.4588975855
725	0.4588615985
730	0.4588345487
735	0.4588013621
740	0.4587644517
745	0.4587283456
750	0.4587009383
755	0.4586624788
760	0.4586339394
765	0.4586000676
770	0.4585666725
775	0.4585232975
780	0.4584897236
785	0.4584568051
790	0.4584222183
795	0.4583865888
800	0.4583557557
805	0.4583239394
810	0.4582947149
815	0.4582581619
820	0.4582296226
825	0.4581956912
830	0.458157619
835	0.4581274114
840	0.4580541267
845	0.4580285367
850	0.4579975843
855	0.4579715772
860	0.4578876872
865	0.4578545899
870	0.4578162495
875	0.4577917021
880	0.457763282
885	0.4577317636
890	0.457697445
895	0.45766971
900	0.4576124228
905	0.4575861476
910	0.4575521566
915	0.4575173911
920	0.4574846215
925	0.4574469365
930	0.457418993
935	0.4573862235
940	0.4573586375
945	0.4573238422
950	0.4572942006
955	0.4572670614
960	0.4572332492
965	0.4572025948
970	0.4571729234
975	0.4571363407
980	0.4571008602
985	0.4570760149
990	0.4570418452
995	0.4570060668
1000	0.4569768721
1005	0.4569462176
1010	0.4569138354
1015	0.45687478
1020	0.4568458534
1025	0.4568178205
1030	0.4567836806
1035	0.4567543668
1040	0.4567274361
1045	0.4566921046
1050	0.4566262378
1055	0.4565944215
1060	0.4565649885
1065	0.4565327254
1070	0.4565103229
1075	0.4564755276
1080	0.4564417451
1085	0.4564122227
1090	0.4563829387
1095	0.4563532375
1100	0.4563222256
1105	0.4562941332
1110	0.456239408
1115	0.4562121497
1120	0.4561817038
1125	0.4561460147
1130	0.4560693935
1135	0.456040169
1140	0.4560032884
1145	0.4559725148
1150	0.455942903
1155	0.4559171938
1160	0.4558858244
1165	0.455858149
1170	0.4558243368
1175	0.4557938313
1180	0.4557573677
1185	0.4557267729
1190	0.4556898029
1195	0.4556543819
1200	0.4556234892
1205	0.4555889918
1210	0.4555514259
1215	0.4555216056
1220	0.4554836823
1225	0.4554462654
1230	0.4554114403
1235	0.455376794
1240	0.4553414028
1245	0.4553091397
1250	0.455275685
1255	0.4552500651
1260	0.4551827981
1265	0.4551474964
1270	0.4551121053
1275	0.4550751352
1280	0.4550374205
1285	0.4550051871
1290	0.4549688725
1295	0.4549346432
1300	0.4549038696
1305	0.4548646057
1310	0.4548367218
1315	0.4548040416
1320	0.4547750852
1325	0.4547478567
1330	0.4547138657
1335	0.454677283
1340	0.4546384957
1345	0.4546106416
1350	0.4545684582
1355	0.4545378336
1360	0.4545017573
1365	0.4544672897
1370	0.4544240338
1375	0.4543863488
1380	0.4543548007
1385	0.4543270359
1390	0.4543027567
1395	0.4542663527
1400	0.45423403
1405	0.4542030478
1410	0.4541654522
1415	0.4541337253
1420	0.4541076586
1425	0.4540718802
1430	0.4540434303
1435	0.4540084264
1440	0.4539765208
1445	0.4539442279
1450	0.4539182505
1455	0.4538865534
1460	0.4538569715
1465	0.4538267937
1470	0.4537886022
1475	0.4537571137
1480	0.4537312853
1485	0.4537005117
1490	0.4536721511
1495	0.4536386368
1500	0.4536079824
1505	0.4535784004
1510	0.4535506952
1515	0.453516883
1520	0.4534877777
1525	0.4534607875
1530	0.4534257538
1535	0.4533897669
1540	0.4533523798
1545	0.4533137415
1550	0.4532874663
1555	0.4532520156
1560	0.453223655
1565	0.4531899321
1570	0.45315895
1575	0.4531262996
1580	0.4530985051
1585	0.4530682081
1590	0.453034664
1595	0.453004665
1600	0.4529740701
1605	0.4529408239
1610	0.4529038241
1615	0.4528756125
1620	0.4528397447
1625	0.4528083157
1630	0.4527828746
1635	0.4527483176
1640	0.4527138798
1645	0.4526836722
1650	0.4526551031
1655	0.4526189374
1660	0.4525909939
1665	0.4525586414
1670	0.4525265868
1675	0.45249769
1680	0.4524702232
1685	0.452438258
1690	0.4524032839
1695	0.452369144
1700	0.4523367915
1705	0.4523014302
1710	0.4522748272
1715	0.4522103606
1720	0.4521816425
1725	0.4521446427
1730	0.4521157757
1735	0.452078895
1740	0.4520444572
1745	0.4520153221
1750	0.4519878255
1755	0.4519599415
1760	0.4518959813
1765	0.4518721787
1770	0.4518346129
1775	0.4518066694
1780	0.4517770278
1785	0.4517379724
1790	0.4517050241
1795	0.451679583
1800	0.4516515204
1805	0.4516230704
1810	0.4515937566
1815	0.4515662004
1820	0.4515384356
1825	0.4515134116
1830	0.4514815655
1835	0.4514538008
1840	0.4514250827
1845	0.4513984798
1850	0.4513657996
1855	0.4513337748
1860	0.4512989199
1865	0.451269755
1870	0.4512482164
1875	0.4512274525
1880	0.451196381
1885	0.45116808
1890	0.4511313483
1895	0.4510905353
1900	0.451058004
1905	0.4510272006
1910	0.4509986911
1915	0.4509436681
1920	0.4509134903
1925	0.4508837295
1930	0.4508542965
1935	0.450822659
1940	0.4507907831
1945	0.4507626311
1950	0.4507323937
1955	0.4506978963
1960	0.4506709359
1965	0.4506465375
1970	0.4506252075
1975	0.4505961022
1980	0.4505745338
1985	0.450547633
1990	0.4505130462
1995	0.4504761656
