total_subjects,top_subjects,high_subjects,medium_subjects,other_subjects,total_documents,total_cites,avg_cites_per_paper,subjects_in_top_500_count,university_name,cluster
7,0,1,2,4,4025.0,117853.0,37.28714285714286,1,IRCCS SANTA LUCIA,2
8,1,2,4,1,15827.0,515326.0,27.436249999999994,3,HOPITAL UNIVERSITAIRE PITIE-SALPETRIERE - APHP,2
10,0,1,3,6,7457.0,220918.0,32.48,1,UNIVERSIDAD DE CANTABRIA,2
1,0,1,0,0,1.0,12091.0,12091.0,1,FRANCE IX SERV,3
1,0,0,0,1,17.0,10112.0,594.82,0,OSLO UNIV SYKEHUS HF,0
5,0,0,4,1,2453.0,61883.0,37.556000000000004,0,CSIC - INSTITUTO DE CIENCIAS DEL MAR (ICM),0
3,0,0,2,1,1518.0,52052.0,48.589999999999996,0,SIDRA MEDICAL & RESEARCH CENTER,0
1,0,0,0,1,199.0,3149.0,15.82,0,MAMMAL RESEARCH INSTITUTE OF THE POLISH ACADEMY OF SCIENCES,0
2,0,0,1,1,1774.0,35150.0,20.57,0,INSTITUTE OF PHYSICAL CHEMISTRY OF THE POLISH ACADEMY OF SCIENCES,0
15,0,5,7,3,13763.0,324262.0,22.473333333333336,5,UNIVERSITY OF INNSBRUCK,2
1,0,0,0,1,356.0,7308.0,20.53,0,DEPT PEDIAT,0
1,0,0,0,1,8.0,7467.0,933.38,0,SOUTHWEST CLIN RES CTR LLC,0
1,0,0,0,1,23.0,12989.0,564.74,0,UNIV FREE STATE,0
1,0,0,0,1,28.0,16185.0,578.04,0,HLTH ACT PEOPLE,0
2,0,0,0,2,1350.0,45722.0,27.409999999999997,0,MINNEAPOLIS VA HEALTH CARE SYSTEM,0
1,0,0,0,1,252.0,3510.0,13.93,0,"PLANT SCIENCE & BIODIVERSITY CENTRE, SAS",0
1,0,0,0,1,372.0,3131.0,8.42,0,RESEARCH LNSTITUTE OF FISHERIES & OCEANOGRAPHY,0
1,0,0,0,1,8.0,7467.0,933.38,0,ROPHEKA MED CTR,0
1,0,0,0,1,254.0,6151.0,24.22,0,LANCASHIRE TEACHING HOSP NHS FDN TRUST,0
9,0,6,3,0,16325.0,822410.0,46.534444444444446,6,ACADEMIC MEDICAL CENTER AMSTERDAM,1
1,0,0,0,1,103.0,5446.0,52.87,0,BAPTIST HLTH,0
1,0,0,0,1,234.0,5369.0,22.94,0,ROYAL BOT GARDENS & DOMAIN TRUST,0
1,0,1,0,0,2654.0,63813.0,24.04,1,"NANJING INSTITUTE OF ASTRONOMICAL OPTICS & TECHNOLOGY, NAOC, CAS",0
1,0,0,0,1,15.0,7602.0,506.8,0,UOC CARDIOL,0
4,0,0,2,2,1404.0,130380.0,82.54249999999999,0,FINNISH INSTITUTE OF OCCUPATIONAL HEALTH,0
1,0,0,0,1,5.0,7757.0,1551.4,0,HELLEN MED ASSOC OBES,0
1,0,0,0,1,60.0,3514.0,58.57,0,TRUMAN STATE UNIV,0
6,0,3,2,1,19616.0,316373.0,14.748333333333333,3,TAIYUAN UNIVERSITY OF TECHNOLOGY,0
1,0,0,0,1,797.0,34143.0,42.84,0,LEICESTER GENERAL HOSPITAL,0
3,0,0,0,3,3019.0,42523.0,13.450000000000001,0,NAGOYA INSTITUTE OF TECHNOLOGY,0
1,0,0,0,1,1.0,4621.0,4621.0,0,UNIV FED SANTA CATARIN,3
1,0,0,0,1,263.0,6245.0,23.75,0,OCTOBER 6 UNIVERSITY (O6U),0
2,0,1,1,0,1519.0,51902.0,30.32,1,ZOOLOGICAL SOCIETY OF LONDON,0
1,0,0,0,1,51.0,7957.0,156.02,0,UNIV SPITAL,0
11,0,3,3,5,15078.0,192697.0,12.758181818181821,3,PRINCE SATTAM BIN ABDULAZIZ UNIVERSITY,2
2,0,0,1,1,2163.0,81949.0,45.754999999999995,0,HOSPITAL ITALIANO DE BUENOS AIRES,0
1,0,0,0,1,8.0,7467.0,933.38,0,CTR PESQUISAS DIABET DOENCAS,0
1,0,0,0,1,198.0,5289.0,26.71,0,BROOKLYN HOSPITAL CENTER,0
1,0,0,0,1,72.0,4842.0,67.25,0,GILLINGS SCH GLOBAL PUBL HLTH,0
11,3,6,1,1,42628.0,1379714.0,28.66727272727273,9,BAYLOR COLLEGE OF MEDICINE,1
2,0,0,2,0,1100.0,24549.0,21.325,0,"CHINA NATIONAL RICE RESEARCH INSTITUTE, CAAS",0
1,0,0,0,1,880.0,16125.0,18.32,0,POLICLINICO PAOLO GIACCONE,0
19,1,10,5,3,32209.0,837451.0,24.223157894736843,11,UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES,1
1,0,0,0,1,793.0,13046.0,16.45,0,CSIC-UZA - INSTITUTO DE SINTESIS QUIMICA Y CATALISIS HOMOGENEA (ISQCH),0
6,0,0,0,6,3760.0,49265.0,13.568333333333333,0,UNIVERSIDAD ANDRES BELLO,2
2,0,0,0,2,1957.0,62080.0,28.950000000000003,0,HOSPITAL UNIVERSITARI SON ESPASES,0
2,0,0,0,2,274.0,21520.0,64.675,0,JAHROM UNIV MED SCI,0
7,0,0,3,4,3685.0,82763.0,22.33142857142857,0,SCUOLA SUPERIORE SANT'ANNA,2
1,0,0,0,1,117.0,32729.0,279.74,0,JIGJIGA UNIV,0
7,0,1,3,3,10855.0,268050.0,19.055714285714284,1,ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) NEW DELHI,2
1,0,0,0,1,79.0,4615.0,58.42,0,RETINA VITREOUS ASSOCIATES MEDICAL GROUP,0
2,0,0,0,2,696.0,11894.0,17.215,0,SOUTH AUSTRALIAN RESEARCH & DEVELOPMENT INSTITUTE (SARDI),0
2,0,0,0,2,540.0,9353.0,17.775,0,UNIVERSIDAD DE LOS LAGOS,0
1,0,0,0,1,1223.0,10684.0,8.74,0,ISTANBUL SISLI HAMIDIYE ETFAL TRAINING & RESEARCH HOSPITAL,0
2,0,0,0,2,756.0,58035.0,55.595,0,ROYAL CORNWALL HOSPITAL,0
4,0,0,3,1,4732.0,72515.0,15.885,0,SHANGHAI INSTITUTE OF TECHNOLOGY,0
19,2,12,4,1,48731.0,1568686.0,34.00052631578948,14,LEIDEN UNIVERSITY - EXCL LUMC,1
1,0,0,0,1,4.0,11220.0,2805.0,0,HLTH TECHNOL ASSESSMENT ASSOC,0
21,11,10,0,0,81001.0,2297733.0,28.22857142857143,21,UNIVERSITY OF NEW SOUTH WALES SYDNEY,4
1,0,0,1,0,300.0,8767.0,29.22,0,NATIONAL INSTITUTE OF AGROBIOLOGICAL SCIENCES - JAPAN,0
1,0,0,0,1,617.0,9024.0,14.63,0,TENRI HOSPITAL,0
1,0,1,0,0,1.0,12091.0,12091.0,1,MERCARI JP,3
2,0,0,0,2,749.0,11038.0,17.04,0,UNIVERSITY OF MONTENEGRO,0
21,11,7,2,1,70829.0,2510475.0,33.09238095238095,18,NORTHWESTERN UNIVERSITY,4
1,0,0,1,0,663.0,9104.0,13.73,0,IWATE UNIVERSITY,0
2,0,1,0,1,1541.0,81620.0,48.629999999999995,1,EUROPEAN CENTRE FOR MEDIUM-RANGE WEATHER FORECASTS (ECMWF),0
1,0,0,0,1,1090.0,6338.0,5.81,0,PALEONTOLOGICAL INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES,0
1,0,0,0,1,404.0,5278.0,13.06,0,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,0
1,0,0,0,1,26.0,14168.0,544.92,0,PHILIPPINE INST DEV STUDIES,0
3,1,0,2,0,4000.0,179719.0,58.32333333333333,1,OBSERVATOIRE DE LA COTE D'AZUR,0
1,0,0,0,1,210.0,5594.0,26.64,0,COOK CTY HLTH,0
15,0,5,5,5,15993.0,378737.0,23.768666666666665,5,UNIVERSITY OF STRATHCLYDE,2
2,0,0,1,1,888.0,67541.0,83.24,0,MRC/CSO SOCIAL AND PUBLIC HEALTH SCIENCES UNIT,0
1,0,0,0,1,360.0,10603.0,29.45,0,CSIC - INSTITUTO DE CIENCIAS DE LA CONSTRUCCION EDUARDO TORROJA (IETCC),0
1,0,0,0,1,1243.0,17235.0,13.87,0,PERTH CHILDRENS HOSPITAL,0
6,0,2,1,3,10762.0,305850.0,29.286666666666672,2,SAHLGRENSKA UNIVERSITY HOSPITAL,2
1,0,0,0,1,419.0,6393.0,15.26,0,FASA UNIV MED SCI,0
2,0,0,1,1,1245.0,49203.0,52.225,0,CSIC-USAL - INSTITUTO DE BIOLOGIA MOLECULAR Y CELULAR DEL CANCER DE SALAMANCA (IBMCC),0
1,0,0,0,1,6.0,8217.0,1369.5,0,CARDIOVASC PREVENT CTR UDINE,0
1,0,0,0,1,177.0,4789.0,27.06,0,ISTITUTO PER LA VALORIZZAZIONE DEL LEGNO E DELLE SPECIE ARBOREE (IVALSA-CNR),0
3,0,2,0,1,2473.0,63936.0,33.086666666666666,2,CSIRO AGRICULTURE & FOOD,0
1,0,0,0,1,63.0,4739.0,75.22,0,PUBL HLTH INST,0
1,0,0,0,1,69.0,5018.0,72.72,0,ARIZONA LIVER HLTH,0
2,0,0,1,1,491.0,8942.0,17.17,0,OREGON RESEARCH INSTITUTE,0
1,0,0,0,1,674.0,20622.0,30.6,0,INSTITUTO DE INVESTIGACION BIOMEDICA DE A CORUNA (INIBIC),0
1,0,0,0,1,2.0,6506.0,3253.0,0,EMERGENTCORP,3
20,12,6,2,0,69920.0,2222698.0,33.38,18,UTRECHT UNIVERSITY,4
1,0,0,0,1,8.0,7467.0,933.38,0,DIPARTIMENTO CLIN & TERAPIA MED,0
19,0,4,12,3,22081.0,509227.0,24.11052631578947,4,UNIVERSITY OF SOUTH CAROLINA COLUMBIA,1
1,0,0,0,1,248.0,3808.0,15.35,0,NATIONAL TAICHUNG UNIVERSITY OF SCIENCE & TECHNOLOGY,0
1,0,0,0,1,25.0,13487.0,539.48,0,WELLCOME TRUST RES LABS,0
1,0,0,0,1,122.0,36062.0,295.59,0,NATIONAL CENTER FOR DISEASE CONTROL & PUBLIC HEALTH - GEORGIA,0
6,0,1,2,3,4126.0,282728.0,61.593333333333334,1,CANCER RESEARCH UK,2
1,0,0,0,1,329.0,7415.0,22.54,0,METROPOLITAN HOSP,0
4,0,3,0,1,2322.0,184823.0,91.91,3,NOVO NORDISK FOUNDATION,0
4,0,0,1,3,2342.0,37573.0,16.9825,0,CSIR - CENTRAL DRUG RESEARCH INSTITUTE (CDRI),0
1,0,0,0,1,1226.0,26087.0,21.28,0,UNIVERSITY HOSPITAL VINOHRADY,0
1,0,0,0,1,160.0,5058.0,31.61,0,ARMED FORCES RESEARCH INSTITUTE OF MEDICAL SCIENCE (AFRIMS),0
20,1,16,3,0,44389.0,945538.0,21.189,17,UNIVERSITY OF MISSOURI SYSTEM,1
3,0,0,2,1,1150.0,65653.0,65.39333333333333,0,NIH NATIONAL INSTITUTE OF ARTHRITIS & MUSCULOSKELETAL & SKIN DISEASES (NIAMS),0
1,0,0,0,1,161.0,9065.0,56.3,0,FACULDADE DE MEDICINA DE MARILIA,0
1,0,0,0,1,160.0,5207.0,32.54,0,OSPEDALE DI VIMERCATE,0
1,0,0,0,1,204.0,4089.0,20.04,0,NIROO RES INST,0
3,0,2,0,1,6096.0,232746.0,33.559999999999995,2,"TECHNICAL INSTITUTE OF PHYSICS & CHEMISTRY, CAS",0
15,0,5,8,2,13689.0,395049.0,31.17,5,UNIVERSITY OF ST ANDREWS,2
1,0,0,0,1,208.0,4971.0,23.9,0,REGIONAL INSTITUTE OF ONCOLOGY IASI,0
12,0,5,4,3,13701.0,274213.0,18.903333333333332,5,SHANDONG NORMAL UNIVERSITY,2
1,0,0,0,1,340.0,11502.0,33.83,0,ROYAL PRESTON HOSPITAL,0
1,0,0,0,1,494.0,9883.0,20.01,0,"NATIONAL MATERNITY HOSPITAL, DUBLIN",0
1,0,0,0,1,468.0,5448.0,11.64,0,UNIVERSITY OF KITAKYUSHU,0
2,0,0,1,1,336.0,10388.0,31.05,0,UNIV SWABI,0
9,0,0,4,5,8768.0,132994.0,16.313333333333333,0,TOKYO UNIVERSITY OF SCIENCE,2
3,0,0,0,3,1073.0,17206.0,15.883333333333333,0,ROBERT GORDON UNIVERSITY,0
3,0,0,1,2,4296.0,47565.0,12.033333333333333,0,KOREA ATOMIC ENERGY RESEARCH INSTITUTE (KAERI),0
1,0,0,0,1,796.0,10584.0,13.3,0,DEFENCE METALLURGICAL RESEARCH LABORATORY (DMRL),0
2,0,0,2,0,1207.0,17274.0,14.445,0,HEILONGJIANG ACADEMY OF AGRICULTURAL SCIENCES,0
13,0,3,7,3,9996.0,240235.0,23.62,3,NORTH WEST UNIVERSITY - SOUTH AFRICA,2
1,0,0,0,1,22.0,4792.0,217.82,0,EASTERN HLTH CLIN SCH,0
3,0,0,0,3,718.0,18020.0,32.81666666666667,0,UNIVERSITY OF BRITISH COLUMBIA OKANAGAN,0
8,0,1,3,4,4893.0,118325.0,25.29,1,ACADEMY OF MILITARY MEDICAL SCIENCES - CHINA,2
6,0,2,2,2,5708.0,164223.0,37.196666666666665,2,VA BOSTON HEALTHCARE SYSTEM,2
1,0,0,0,1,15.0,29134.0,1942.27,0,JIN YIN TAN HOSP,0
1,0,0,0,1,125.0,4526.0,36.21,0,RES FDN FLANDERS,0
3,0,0,0,3,969.0,23049.0,23.150000000000002,0,CYPRUS INTERNATIONAL UNIVERSITY,0
1,0,0,0,1,367.0,4362.0,11.89,0,HOSP UNIV NUESTRA SENORA CANDELARIA,0
3,0,0,0,3,1554.0,51396.0,30.746666666666666,0,BIRMINGHAM CITY UNIVERSITY,0
3,0,1,1,1,2130.0,46846.0,25.043333333333333,1,STEVENS INSTITUTE OF TECHNOLOGY,0
1,0,0,0,1,8.0,4758.0,594.75,0,ANNALS INTERNAL MED,0
1,0,0,0,1,116.0,4433.0,38.22,0,CINCINNATI CHILDREN'S HOSPITAL RESEARCH FOUNDATION,0
1,0,0,0,1,321.0,7055.0,21.98,0,YOKOHAMA ROSAI HOSPITAL,0
1,0,0,1,0,298.0,42173.0,141.52,0,CHENNAI MATHEMATICAL INSTITUTE,0
1,0,0,0,1,875.0,20435.0,23.35,0,AUSL DELLA ROMAGNA,0
2,0,0,0,2,221.0,8377.0,40.03,0,ICF INT,0
1,0,0,0,1,324.0,10476.0,32.33,0,KLINIKUM AUGSBURG,0
3,0,1,0,2,3455.0,37643.0,11.416666666666666,1,INDIAN SPACE RESEARCH ORGANISATION (ISRO),0
4,0,2,0,2,3263.0,101592.0,33.232499999999995,2,SMITHSONIAN TROPICAL RESEARCH INSTITUTE,0
1,0,0,0,1,8.0,7467.0,933.38,0,SZENT PANTALEON HOSP,0
11,0,0,4,7,9463.0,183179.0,19.649090909090905,0,UNIVERSITY OF DEBRECEN,2
1,0,0,0,1,82.0,5928.0,72.29,0,KAROLINSKA UNIV SJUKHUSET,0
1,0,0,0,1,85.0,5173.0,60.86,0,OCCIDENTAL COLLEGE,0
6,0,0,2,4,6075.0,106569.0,19.701666666666668,0,GUANGDONG MEDICAL UNIVERSITY,2
1,0,0,0,1,569.0,5278.0,9.28,0,SEIREI HAMAMATSU GEN HOSP,0
1,0,0,0,1,340.0,8190.0,24.09,0,MERCY MEDICAL CENTER - MARYLAND,0
2,0,0,0,2,1224.0,60345.0,35.14,0,BAKER HEART & DIABET INST,0
1,0,0,0,1,656.0,47676.0,72.68,0,SRI RAMACHANDRA INSTITUTE OF HIGHER EDUCATION & RESEARCH,0
1,0,0,0,1,68.0,9791.0,143.99,0,HOSP MAE DEUS,0
1,0,0,0,1,110.0,4030.0,36.64,0,SIMCYP,0
1,0,0,0,1,284.0,4728.0,16.65,0,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY,0
11,0,2,6,3,12751.0,311492.0,24.78818181818182,2,UNIVERSITY OF NEBRASKA MEDICAL CENTER,2
4,0,0,2,2,4509.0,123495.0,21.2975,0,ST VINCENT'S HEALTH,0
1,0,0,0,1,303.0,12195.0,40.25,0,IPSWICH HOSPITAL NHS TRUST,0
6,0,0,1,5,3019.0,78170.0,27.709999999999997,0,INSTITUTO POLITECNICO DO PORTO,2
1,0,0,0,1,1319.0,31089.0,23.57,0,UNIVERSITY HOSPITAL OF HERAKLION,0
1,0,0,0,1,767.0,23221.0,30.28,0,UNIVERSITY HOSPITAL IOANNINA,0
5,0,1,2,2,3846.0,61829.0,16.884,1,"INSTITUTE OF PLANT PROTECTION, CAAS",0
5,1,1,1,2,5896.0,181242.0,26.163999999999998,2,"INSTITUTE OF TIBETAN PLATEAU RESEARCH, CAS",0
3,0,0,0,3,1560.0,41326.0,29.936666666666667,0,HUAIBEI NORMAL UNIVERSITY,0
1,0,0,0,1,458.0,4567.0,9.97,0,SHENYANG MEDICAL COLLEGE,0
1,0,0,0,1,399.0,15050.0,37.72,0,RAJAVITHI HOSPITAL,0
1,0,0,0,1,602.0,29339.0,48.74,0,ARUP LABORATORIES,0
22,5,14,3,0,57233.0,1671990.0,26.75090909090909,19,UNIVERSITE PSL,1
6,1,1,2,2,7336.0,366487.0,41.955000000000005,2,"NATIONAL CENTER FOR NANOSCIENCE & TECHNOLOGY, CAS",2
7,0,0,3,4,5363.0,90755.0,17.094285714285718,0,UNIVERSITY OF THE SUNSHINE COAST,2
6,0,0,4,2,2785.0,134412.0,40.05166666666667,0,MAZANDARAN UNIVERSITY OF MEDICAL SCIENCES,2
5,0,0,2,3,2051.0,37609.0,21.404,0,KINGSTON UNIVERSITY,2
2,0,0,0,2,1067.0,13528.0,12.24,0,FAR EASTERN FEDERAL UNIVERSITY,0
1,0,0,0,1,248.0,6569.0,26.49,0,ALLINA HEALTH SYSTEM,0
1,0,0,0,1,801.0,8415.0,10.51,0,ISTANBUL KARTAL DR LUTFI KIRDAR TRAINING & RESEARCH HOSPITAL,0
1,0,0,0,1,355.0,8339.0,23.49,0,SAVEETHA MEDICAL COLLEGE & HOSPITAL,0
3,0,0,0,3,2918.0,34875.0,12.016666666666666,0,CHONGQING UNIVERSITY OF SCIENCE & TECHNOLOGY,0
1,0,0,0,1,1651.0,44109.0,26.72,0,JOHN HUNTER HOSPITAL,0
1,0,0,0,1,982.0,26092.0,26.57,0,HOSPITAL UNIVERSITARIO REINA SOFIA - CORDOBA,0
1,0,0,1,0,310.0,36016.0,116.18,0,ABILENE CHRISTIAN UNIVERSITY,0
1,0,0,0,1,235.0,4175.0,17.77,0,UNIVERSITY OF NORTHAMPTON,0
13,0,0,4,9,7817.0,245643.0,28.420769230769228,0,UNIVERSITY OF CRETE,2
1,0,0,0,1,200.0,4645.0,23.23,0,AUSTRALIAN & NEW ZEALAND INTENSIVE CARE SOCIETY,0
1,0,0,0,1,8.0,9731.0,1216.38,0,HLTH SCI FDN & STUDY CTR,0
1,0,0,0,1,26.0,9376.0,360.62,0,GRANT MED COLL & SIR JJ GRP HOSP,0
1,0,0,0,1,103.0,4762.0,46.23,0,CENT CLIN HOSP,0
1,0,0,0,1,642.0,8678.0,13.52,0,UNIVERSITE DE TUNIS,0
4,0,1,1,2,3453.0,83488.0,22.73,1,VA CONNECTICUT HEALTHCARE SYSTEM,0
1,0,0,0,1,2233.0,48318.0,21.64,0,SOUTH METROPOLITAN HEALTH SERVICE,0
1,0,0,0,1,1074.0,13003.0,12.11,0,OSMANIA UNIVERSITY,0
9,0,0,4,5,7888.0,112985.0,14.807777777777776,0,PUKYONG NATIONAL UNIVERSITY,2
5,0,1,4,0,9201.0,248507.0,26.03,1,STATE KEY LAB ONCOLOGY SOUTH CHINA,0
4,0,1,1,2,3335.0,86421.0,25.229999999999997,1,UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH (UMPSA),0
8,3,2,1,2,6022.0,540479.0,79.55125,5,WELLCOME TRUST SANGER INSTITUTE,2
3,0,0,0,3,470.0,66161.0,98.94000000000001,0,"NATIONAL CENTER FOR CHRONIC & NONCOMMUNICABLE DISEASE CONTROL & PREVENTION, CHINESE CENTER FOR DISEASE CONTROL & PREVENTION",0
1,0,0,0,1,169.0,8070.0,47.75,0,SWISS GROUP FOR CLINICAL CANCER RESEARCH (SAKK),0
1,0,0,0,1,632.0,22553.0,35.69,0,TEXAS CHILDREN'S CANCER CENTER,0
1,0,0,1,0,36.0,9297.0,258.25,0,CTR OPEN SCI,0
8,0,1,3,4,4414.0,74563.0,18.191249999999997,1,MIAMI UNIVERSITY,2
1,0,0,0,1,12.0,7659.0,638.25,0,HOSP ALBERTO SABOGAL SOLOGUREN,0
1,0,0,0,1,1223.0,17298.0,14.14,0,PEKING UNIV CANC HOSP & INST,0
1,0,0,0,1,1.0,4621.0,4621.0,0,BAKER HEART AND DIABET INST,3
1,0,0,0,1,8.0,7467.0,933.38,0,PHARMACOTHERAPY RES ASSOCIATES INC,0
1,0,0,0,1,453.0,6356.0,14.03,0,UNIVERSIDAD DE LA SABANA,0
1,0,0,0,1,205.0,5347.0,26.08,0,UNIVERSITY OF NIZWA,0
1,0,0,0,1,420.0,10911.0,25.98,0,LANKENAU INSTITUTE FOR MEDICAL RESEARCH,0
13,1,3,4,5,11689.0,236879.0,23.46692307692308,4,GEORGIA STATE UNIVERSITY,2
1,0,0,0,1,46.0,5084.0,110.52,0,IU HEALTH BALL MEMORIAL HOSPITAL,0
1,0,0,0,1,808.0,13317.0,16.48,0,SINAI HOSPITAL OF BALTIMORE,0
1,0,0,0,1,291.0,6744.0,23.18,0,REG CANC CTR,0
1,0,0,0,1,310.0,8512.0,27.46,0,UNIVERSITY OF BANJA LUKA (UNIBL),0
1,0,0,0,1,9.0,7531.0,836.78,0,INTEGRATED RES CTR,0
1,0,0,0,1,174.0,8316.0,47.79,0,AZ KLINA,0
6,0,0,0,6,2900.0,67919.0,44.19333333333333,0,IHSAN DOGRAMACI BILKENT UNIVERSITY,2
1,0,0,0,1,106.0,19284.0,181.92,0,IRANSHAHR UNIV MED SCI,0
1,0,0,0,1,245.0,4246.0,17.33,0,BROADCOM,0
3,0,0,0,3,1010.0,71000.0,93.46999999999998,0,A.T. STILL UNIVERSITY OF HEALTH SCIENCES,0
12,0,0,3,9,10194.0,168705.0,16.049166666666668,0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2
8,0,3,2,3,10353.0,342906.0,32.18875,3,MELBOURNE HEALTH,2
1,0,0,0,1,417.0,5791.0,13.89,0,TOYONAKA CITY HOSP,0
1,0,0,0,1,782.0,24678.0,31.56,0,RONALD REAGAN UCLA MEDICAL CENTER,0
1,0,0,0,1,168.0,6564.0,39.07,0,AURORA ST LUKES MED CTR,0
7,0,0,4,3,11085.0,132006.0,13.241428571428571,0,GAZI UNIVERSITY,2
2,0,0,1,1,681.0,25140.0,36.915,0,BENAROYA RESEARCH INSTITUTE,0
1,0,0,0,1,188.0,4381.0,23.3,0,OBSERVAT & PRAGMAT RES INST,0
1,0,0,0,1,8.0,7467.0,933.38,0,INTEGRATED MED GRP PC,0
2,0,0,1,1,741.0,14775.0,19.985,0,UNIVERSITY OF LONDON SCHOOL OF PHARMACY,0
1,0,0,0,1,346.0,4885.0,14.12,0,PUBLIC HEALTH AGENCY OF BARCELONA,0
15,0,2,8,5,16600.0,445851.0,23.281333333333333,2,UNIVERSITE PARIS-EST-CRETEIL-VAL-DE-MARNE (UPEC),2
2,0,0,1,1,2327.0,71093.0,32.635,0,ROYAL PERTH HOSPITAL,0
1,0,0,0,1,8.0,7467.0,933.38,0,DR MOHANS DIABET SPECIAL,0
12,0,3,6,3,23416.0,342287.0,15.896666666666668,3,KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY,2
1,0,0,0,1,368.0,7379.0,20.05,0,ST VINCENT HOSP,0
1,0,0,0,1,221.0,9800.0,44.34,0,GENZYME CORPORATION,0
2,0,0,2,0,957.0,15429.0,16.69,0,INTERNATIONAL CENTRE OF INSECT PHYSIOLOGY & ECOLOGY (ICIPE),0
1,0,0,0,1,492.0,5162.0,10.49,0,SHANGHAI KEY LAB STOMATOL,0
1,0,0,0,1,45.0,6214.0,138.09,0,NEW YORK ACAD SCI,0
16,3,6,6,1,43765.0,880050.0,17.913124999999997,9,JIANGSU UNIVERSITY,1
6,0,1,1,4,3598.0,71197.0,18.529999999999998,1,UNIVERSITY OF PADERBORN,2
7,0,0,2,5,6107.0,171707.0,31.91142857142857,0,UNIVERSITY OF MISSOURI KANSAS CITY,2
4,0,0,0,4,1732.0,22732.0,13.1225,0,UNIVERSIDAD DEL VALLE,2
1,0,0,0,1,79.0,10649.0,134.8,0,KING ABDULLAH BIN ABDULAZIZ UNIV HOSP,0
1,0,0,0,1,8.0,7467.0,933.38,0,RISER MED RES,0
1,0,0,0,1,1.0,4621.0,4621.0,0,INDICIUM RES,3
16,0,9,6,1,16592.0,540296.0,31.696875000000002,9,UNIVERSITY OF ABERDEEN,1
9,3,1,3,2,32725.0,818817.0,21.62111111111111,4,WUHAN UNIVERSITY OF TECHNOLOGY,2
2,0,0,1,1,897.0,34499.0,39.305,0,DEUTSCHES RHEUMA-FORSCHUNGSZENTRUM (DRFZ),0
1,0,0,0,1,10.0,4568.0,456.8,0,TREAD RES CC,0
1,0,0,0,1,403.0,5726.0,14.21,0,ZHEJIANG UNIVERSITY OF WATER RESOURCES AND ELECTRIC POWER,0
1,0,0,0,1,739.0,9238.0,12.5,0,HUNGKUANG UNIVERSITY,0
19,4,12,3,0,40313.0,1319285.0,33.51,16,UNIVERSITY OF COLORADO BOULDER,1
1,0,0,0,1,364.0,8105.0,22.27,0,UNIV HOSP SOUTHAMPTON NHS TRUST,0
1,0,0,0,1,783.0,11505.0,14.69,0,"INTERNATIONAL TOMOGRAPHY CENTER, SIBERIAN BRANCH OF RUSSIAN ACADEMY OF SCIENCES",0
20,0,14,5,1,41071.0,921953.0,20.8575,14,UNIVERSITY OF FLORENCE,1
1,0,0,0,1,2.0,5742.0,2871.0,0,SWISS RES INST PUBL HLTH & ADDICT,0
1,0,0,0,1,1.0,4666.0,4666.0,0,ANYANG MUNICIPAL CTR DIS CONTROL & PREVENT,3
2,0,0,1,1,1843.0,30758.0,17.825,0,KOREA INSTITUTE OF MACHINERY & MATERIALS (KIMM),0
5,0,0,4,1,6573.0,193748.0,39.977999999999994,0,HENRY FORD HOSPITAL,0
1,0,0,0,1,16.0,10349.0,646.81,0,WALLA WALLA CLIN,0
5,0,0,2,3,4643.0,50839.0,11.388000000000002,0,XIHUA UNIVERSITY,2
1,0,0,0,1,170.0,8785.0,51.68,0,BRISTOL HAEMATOLOGY & ONCOLOGY CENTRE,0
3,0,0,2,1,5583.0,74760.0,13.456666666666669,0,KOREA INSTITUTE OF INDUSTRIAL TECHNOLOGY (KITECH),0
5,0,1,2,2,4042.0,106176.0,24.318,1,UNIVERSITY OF AKRON,0
2,0,0,0,2,1865.0,19946.0,11.02,0,RZESZOW UNIVERSITY OF TECHNOLOGY,0
2,0,0,0,2,288.0,28786.0,115.025,0,NIH OFFICE OF THE DIRECTOR,0
1,0,0,0,1,31.0,10704.0,345.29,0,BAKU STATE UNIVERSITY,0
1,0,0,0,1,404.0,9131.0,22.6,0,ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) BHOPAL,0
2,0,0,1,1,126.0,37980.0,475.44,0,GOMAL UNIVERSITY,0
4,0,3,0,1,4323.0,89482.0,20.777500000000003,3,NATURAL RESOURCES INSTITUTE FINLAND (LUKE),0
1,0,0,0,1,73.0,9741.0,133.44,0,ROBLEY REX VA MED CTR,0
1,0,0,0,1,115.0,6769.0,58.86,0,EUROPEAN FDN STUDY CHRON LIVER FAILURE,0
1,0,0,0,1,23.0,6659.0,289.52,0,INST INTERNAL & PREVENT MED,0
1,0,0,0,1,359.0,11114.0,30.96,0,IDOR - INSTITUTO D'OR DE ENSINO E PESQUISA,0
