total_subjects,top_subjects,high_subjects,medium_subjects,other_subjects,total_documents,total_cites,avg_cites_per_paper,subjects_in_top_500_count,university_name,cluster
17,0,11,3,3,32585.0,880150.0,24.931176470588234,11,UNIVERSITY OF SOUTHERN DENMARK,1
16,0,12,3,1,30374.0,778979.0,24.761249999999997,12,GOETHE UNIVERSITY FRANKFURT,1
18,1,10,3,4,36304.0,868532.0,24.663888888888888,11,DELFT UNIVERSITY OF TECHNOLOGY,1
16,0,7,6,3,17252.0,500854.0,30.3925,7,WESTERN SYDNEY UNIVERSITY,1
13,0,11,0,2,28393.0,476389.0,17.409230769230767,11,OCEAN UNIVERSITY OF CHINA,1
18,1,10,6,1,32027.0,597669.0,19.52388888888889,11,UNIVERSITY OF GRANADA,1
9,0,7,2,0,18633.0,652580.0,32.30888888888889,7,MONTEFIORE MEDICAL CENTER,1
9,0,9,0,0,23236.0,727399.0,30.436666666666675,9,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER HOUSTON,1
20,1,15,3,1,57858.0,1066888.0,18.275499999999994,16,POLISH ACADEMY OF SCIENCES,1
16,5,5,4,2,66114.0,1288329.0,19.401249999999997,10,CHINESE ACADEMY OF MEDICAL SCIENCES - PEKING UNION MEDICAL COLLEGE,1
9,0,6,3,0,25517.0,670159.0,26.126666666666665,6,UNIVERSITY MEDICAL CENTER HAMBURG-EPPENDORF,1
17,0,8,8,1,27210.0,636562.0,23.267058823529418,8,UNIVERSITY OF KANSAS,1
17,0,10,6,1,21792.0,653320.0,28.13117647058823,10,TUFTS UNIVERSITY,1
9,1,6,2,0,28387.0,916733.0,29.97555555555555,7,COPENHAGEN UNIVERSITY HOSPITAL,1
16,0,4,11,1,20260.0,529536.0,26.49125,4,UNIVERSITY OF NEW MEXICO,1
19,4,12,3,0,52440.0,1168540.0,20.01157894736842,16,XIAMEN UNIVERSITY,1
19,0,13,6,0,22684.0,695307.0,28.988947368421055,13,UNIVERSITE CATHOLIQUE LOUVAIN,1
15,6,5,2,2,60129.0,2603241.0,43.55666666666668,11,BRIGHAM & WOMEN'S HOSPITAL,1
19,1,12,6,0,55500.0,843563.0,14.926842105263159,13,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1
13,0,7,5,1,18715.0,393091.0,20.24538461538462,7,UNIVERSIDADE DE AVEIRO,1
13,1,8,0,4,34926.0,1119816.0,25.57769230769231,9,UNIVERSITY OF ALABAMA BIRMINGHAM,1
20,4,9,6,1,50660.0,1142608.0,19.1265,13,SHENZHEN UNIVERSITY,1
21,3,14,2,2,42453.0,1115445.0,28.664285714285718,17,INDIANA UNIVERSITY BLOOMINGTON,1
22,6,15,1,0,69461.0,2085663.0,29.59818181818182,21,UNIVERSITY OF MANCHESTER,1
18,5,5,4,4,65586.0,1605341.0,19.48611111111111,10,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,1
18,0,8,10,0,24222.0,597057.0,22.386111111111113,8,UNIV PARIS EST COMUE,1
20,0,14,5,1,38078.0,958261.0,23.890499999999996,14,UNIVERSITY OF ERLANGEN NUREMBERG,1
17,0,6,9,2,20444.0,465246.0,25.846470588235295,6,UNIVERSITY OF KWAZULU NATAL,1
15,0,6,7,2,15962.0,549481.0,34.6,6,UNIVERSITY OF SUSSEX,1
19,2,10,6,1,37529.0,1058918.0,28.38157894736842,12,BROWN UNIVERSITY,1
20,2,9,6,3,25725.0,898548.0,34.1125,11,UNIVERSITY OF CALIFORNIA SANTA BARBARA,1
13,8,2,0,3,71563.0,2134662.0,32.308461538461536,10,US DEPARTMENT OF VETERANS AFFAIRS,1
19,3,10,5,1,62621.0,912529.0,14.651052631578947,13,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET),1
16,0,10,6,0,23685.0,653462.0,26.884375,10,DALHOUSIE UNIVERSITY,1
20,5,9,5,1,46765.0,1434285.0,30.891000000000002,14,BOSTON UNIVERSITY,1
22,6,12,3,1,76220.0,2362218.0,28.444090909090907,18,UNIVERSITY OF AMSTERDAM,1
13,1,9,2,1,35014.0,693034.0,18.9,10,UNIVERSITY OF TEHRAN,1
17,0,4,12,1,19289.0,432541.0,23.934117647058827,4,JUSTUS LIEBIG UNIVERSITY GIESSEN,1
19,0,15,4,0,32548.0,1029747.0,32.838421052631574,15,CARDIFF UNIVERSITY,1
20,1,19,0,0,44741.0,1359887.0,27.791000000000004,20,CHINESE UNIVERSITY OF HONG KONG,1
21,2,19,0,0,61142.0,1661205.0,27.766190476190477,21,TECHNICAL UNIVERSITY OF MUNICH,1
15,1,7,4,3,43774.0,777570.0,16.755333333333333,8,SOUTHERN MEDICAL UNIVERSITY - CHINA,1
17,6,7,2,2,56886.0,1822846.0,28.601176470588236,13,EMORY UNIVERSITY,1
17,0,10,6,1,28748.0,546373.0,17.867647058823533,10,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1
16,4,8,1,3,32610.0,1385149.0,43.205625,12,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,1
17,0,9,6,2,21546.0,526366.0,25.179411764705886,9,LOUISIANA STATE UNIVERSITY,1
15,2,6,2,5,39425.0,735375.0,17.517333333333333,8,SHANGHAI UNIVERSITY,1
18,0,8,10,0,25146.0,508882.0,20.365,8,UNIVERSITY OF MISSOURI COLUMBIA,1
9,2,4,3,0,35778.0,1175260.0,30.22333333333334,6,CLEVELAND CLINIC FOUNDATION,1
17,1,8,5,3,23165.0,899977.0,35.61588235294118,9,AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH (A*STAR),1
18,0,11,4,3,27766.0,478916.0,21.22944444444444,11,KYUNGPOOK NATIONAL UNIVERSITY (KNU),1
18,0,4,13,1,21165.0,418330.0,19.397777777777776,4,UNIV CONFEDERALE LEONARD DE VINCI,1
19,3,11,5,0,83060.0,1569863.0,16.232105263157894,14,JILIN UNIVERSITY,1
16,4,5,6,1,57700.0,1268109.0,25.947500000000005,9,UNITED STATES DEPARTMENT OF AGRICULTURE (USDA),1
14,1,5,6,2,20329.0,515274.0,24.51571428571429,6,DURHAM UNIVERSITY,1
18,1,6,9,2,25936.0,561036.0,20.285,7,HUN-REN,1
17,1,9,3,4,28236.0,687595.0,29.63588235294118,10,ROYAL INSTITUTE OF TECHNOLOGY,1
19,5,7,7,0,71793.0,1257528.0,15.801052631578951,12,ISLAMIC AZAD UNIVERSITY,1
19,0,6,12,1,23249.0,665493.0,27.256842105263157,6,UNIVERSITY OF YORK - UK,1
20,0,13,6,1,38357.0,731676.0,19.289500000000004,13,COMPLUTENSE UNIVERSITY OF MADRID,1
21,1,14,3,3,30658.0,736236.0,25.450952380952376,15,UNIVERSITY OF VIENNA,1
21,2,15,4,0,55040.0,1566516.0,26.199047619047615,17,UNIVERSITY OF OSLO,1
21,6,8,3,4,93890.0,2299647.0,20.806666666666665,14,"UNIVERSITY OF SCIENCE & TECHNOLOGY OF CHINA, CAS",1
17,0,10,5,2,30116.0,577597.0,21.114705882352943,10,UNIVERSITY OF QUEBEC,1
20,3,15,2,0,50717.0,1490552.0,28.520999999999997,18,UNIVERSITY OF WESTERN AUSTRALIA,1
15,2,7,2,4,60500.0,1006900.0,18.5,9,CAPITAL MEDICAL UNIVERSITY,1
13,8,2,0,3,68925.0,2066477.0,32.83846153846154,10,VETERANS HEALTH ADMINISTRATION (VHA),1
22,0,19,3,0,51013.0,1413638.0,27.161818181818184,19,UPPSALA UNIVERSITY,1
12,1,6,4,1,18234.0,366593.0,20.031666666666666,7,UNIVERSITI PUTRA MALAYSIA,1
20,5,9,6,0,47559.0,1404024.0,31.0995,14,KING ABDULAZIZ UNIVERSITY,1
21,5,13,2,1,63493.0,1892844.0,27.49666666666667,18,HUMBOLDT UNIVERSITY OF BERLIN,1
18,0,7,8,3,24125.0,632605.0,22.51888888888889,7,UNIVERSITY OF MILANO-BICOCCA,1
17,0,11,3,3,27329.0,838903.0,29.161176470588234,11,UNIVERSITY OF WURZBURG,1
17,6,4,6,1,51414.0,1276862.0,23.825882352941175,10,HONG KONG POLYTECHNIC UNIVERSITY,1
12,4,5,0,3,71791.0,2437362.0,29.47,9,MAYO CLINIC,1
20,5,9,3,3,63217.0,2135100.0,30.594000000000005,14,RUPRECHT KARLS UNIVERSITY HEIDELBERG,1
15,0,9,5,1,18433.0,453865.0,26.10133333333333,9,TECHNICAL UNIVERSITY OF BERLIN,1
15,1,10,2,2,27620.0,782396.0,28.866,11,RIKEN,1
18,1,12,3,2,35166.0,1084092.0,29.85166666666667,13,UNIVERSITY OF BASEL,1
22,4,13,4,1,55121.0,1589059.0,27.89454545454545,17,UNIVERSITY OF HELSINKI,1
14,3,4,4,3,33785.0,713153.0,20.91714285714286,7,NORTHWEST A&F UNIVERSITY - CHINA,1
18,0,12,6,0,35088.0,950485.0,27.49833333333334,12,UNIVERSITY OF FREIBURG,1
19,0,7,12,0,27535.0,675108.0,21.547368421052635,7,UNIV BOURGOGNE FRANCHE-COMTE COMUE,1
18,0,6,7,5,24841.0,610682.0,25.64944444444445,6,GEORGE WASHINGTON UNIVERSITY,1
21,2,17,2,0,68330.0,1518090.0,20.76142857142857,19,KYOTO UNIVERSITY,1
16,8,3,2,3,50685.0,1642634.0,32.50874999999999,11,ERASMUS UNIVERSITY ROTTERDAM,1
11,2,7,0,2,31500.0,1095921.0,37.199090909090906,9,UNIVERSITY HEALTH NETWORK TORONTO,1
15,4,7,2,2,75184.0,1669242.0,17.913333333333338,11,TIANJIN UNIVERSITY,1
21,3,18,0,0,55711.0,1366791.0,22.88095238095238,21,UNIVERSITE DE TOULOUSE,1
16,0,13,2,1,30760.0,932315.0,28.629374999999996,13,UNIVERSITY OF LAUSANNE,1
12,2,8,1,1,30944.0,1085646.0,41.410000000000004,10,UTRECHT UNIVERSITY MEDICAL CENTER,1
18,5,8,4,1,61232.0,1514323.0,23.663333333333334,13,INRAE,1
11,0,9,1,1,29796.0,967986.0,39.102727272727265,9,LEIDEN UNIVERSITY MEDICAL CENTER (LUMC),1
15,1,7,3,4,18682.0,430984.0,24.496,8,UNIVERSITY OF MACAU,1
12,3,5,2,2,56171.0,1116826.0,19.2775,8,BEIHANG UNIVERSITY,1
16,0,8,5,3,37849.0,711612.0,18.585625,8,INSTITUTE OF SCIENCE TOKYO,1
11,2,7,0,2,39623.0,1229164.0,25.920909090909085,9,UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS,1
21,7,9,4,1,74891.0,2301945.0,27.853333333333342,16,UNIVERSITY OF PITTSBURGH,1
19,0,5,12,2,23413.0,454815.0,19.31105263157895,5,UNIVERSIDAD DE CHILE,1
20,6,12,2,0,49182.0,1193958.0,24.964,18,MICHIGAN STATE UNIVERSITY,1
19,1,10,7,1,40054.0,789829.0,19.291052631578943,11,JINAN UNIVERSITY,1
10,3,3,3,1,38523.0,1712890.0,34.519999999999996,6,UTMD ANDERSON CANCER CENTER,1
15,0,8,3,4,18317.0,453462.0,27.714,8,UNIVERSITY OF TWENTE,1
10,1,8,1,0,28560.0,1037524.0,40.01699999999999,9,JOHNS HOPKINS MEDICINE,1
18,0,7,11,0,38398.0,742466.0,18.468888888888888,7,KYUSHU UNIVERSITY,1
12,3,6,1,2,32808.0,1169389.0,38.619166666666665,9,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,1
20,2,12,4,2,34595.0,969084.0,28.3025,14,UNIVERSITY OF WARWICK,1
20,1,18,1,0,55765.0,1263902.0,21.953000000000003,19,UNIV LYON COMUE,1
11,4,6,0,1,35097.0,1380810.0,42.03363636363636,10,WEILL CORNELL MEDICINE,1
21,1,15,4,1,33597.0,1013830.0,28.245238095238093,16,UNIVERSITY OF GOTTINGEN,1
22,2,18,1,1,43551.0,1315400.0,31.164090909090906,20,UNIVERSITY OF CALIFORNIA IRVINE,1
14,0,9,2,3,23444.0,615986.0,29.294285714285717,9,UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE,1
19,3,12,4,0,73489.0,1527748.0,16.75368421052632,15,ZHENGZHOU UNIVERSITY,1
17,0,9,7,1,28070.0,597004.0,21.07588235294118,9,UNIVERSITY OF BASQUE COUNTRY,1
19,3,8,5,3,33214.0,682212.0,25.460526315789476,11,UNIVERSITY OF GEORGIA,1
15,5,7,1,2,55264.0,1721115.0,25.432666666666663,12,CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED,1
20,1,15,1,3,37750.0,865471.0,23.5135,16,NORTH CAROLINA STATE UNIVERSITY,1
19,3,9,5,2,58793.0,1348005.0,21.096842105263157,12,SOOCHOW UNIVERSITY - CHINA,1
14,2,5,5,2,49943.0,848120.0,16.344285714285714,7,NANJING MEDICAL UNIVERSITY,1
16,0,8,6,2,22555.0,476798.0,22.733749999999997,8,UNIVERSITY OF HOUSTON SYSTEM,1
22,7,15,0,0,65422.0,1763391.0,29.67409090909091,22,UNIVERSITY OF CALIFORNIA DAVIS,1
15,4,5,2,4,41950.0,983288.0,23.638,9,INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (IRD),1
17,1,11,3,2,46502.0,886738.0,18.412941176470593,12,CZECH ACADEMY OF SCIENCES,1
15,0,5,9,1,20891.0,655567.0,27.898000000000003,5,ULM UNIVERSITY,1
15,2,6,6,1,42388.0,576135.0,14.285333333333332,8,UNIVERSIDADE ESTADUAL PAULISTA,1
18,0,9,8,1,40212.0,636291.0,16.33388888888889,9,MINIST EDUC,1
19,0,17,2,0,40682.0,1326670.0,30.776842105263157,17,UNIVERSITY OF ADELAIDE,1
19,0,15,4,0,36115.0,959758.0,26.24157894736842,15,UNIVERSITY OF AUCKLAND,1
16,0,8,6,2,22552.0,476756.0,22.734999999999996,8,UNIVERSITY OF HOUSTON,1
16,0,8,7,1,26523.0,644675.0,24.103125,8,LEIPZIG UNIVERSITY,1
14,4,4,3,3,42507.0,1194809.0,25.045714285714286,8,HUNAN UNIVERSITY,1
15,0,6,8,1,15912.0,298224.0,20.466666666666665,6,AUBURN UNIVERSITY,1
16,3,10,2,1,42821.0,853080.0,18.588124999999998,13,BEIJING NORMAL UNIVERSITY,1
14,0,7,5,2,15901.0,368940.0,23.654285714285717,7,UNIVERSITY OF NOTRE DAME,1
20,0,15,2,3,37008.0,888594.0,24.0195,15,UNIVERSITY OF ILLINOIS CHICAGO,1
20,2,16,2,0,53508.0,1412071.0,24.0825,18,AIX-MARSEILLE UNIVERSITE,1
17,0,10,6,1,25401.0,634488.0,24.932352941176475,10,"UNIVERSITY AT BUFFALO, SUNY",1
17,0,10,6,1,18684.0,601156.0,34.24411764705882,10,NORTHEASTERN UNIVERSITY,1
19,2,7,6,4,26646.0,646861.0,24.317894736842103,9,COLORADO STATE UNIVERSITY SYSTEM,1
16,1,9,3,3,29531.0,807777.0,26.753750000000004,10,JOHANNES GUTENBERG UNIVERSITY OF MAINZ,1
15,0,5,9,1,26706.0,588339.0,22.448666666666664,5,RUHR UNIVERSITY BOCHUM,1
15,1,8,4,2,35302.0,718476.0,19.388,9,TEHRAN UNIVERSITY OF MEDICAL SCIENCES,1
19,1,13,5,0,36655.0,869207.0,22.090526315789468,14,UNIVERSITY OF PISA,1
18,0,3,14,1,23094.0,409078.0,19.42388888888889,3,BEN-GURION UNIVERSITY OF THE NEGEV,1
18,1,7,8,2,34803.0,625132.0,18.113888888888894,8,NANCHANG UNIVERSITY,1
15,4,6,4,1,57695.0,1166982.0,21.58,10,COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA,1
18,3,9,2,4,33205.0,1133074.0,34.010555555555555,12,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,1
20,2,17,1,0,36928.0,896017.0,28.591,19,UNIVERSITY OF NEBRASKA SYSTEM,1
15,1,7,5,2,34210.0,833418.0,25.33133333333333,8,KARLSRUHE INSTITUTE OF TECHNOLOGY,1
18,0,12,4,2,34240.0,886800.0,26.532777777777778,12,UNIVERSITY OF CINCINNATI,1
20,5,9,4,2,55216.0,1744467.0,32.129,14,VRIJE UNIVERSITEIT AMSTERDAM,1
19,1,15,3,0,47397.0,1268481.0,25.476842105263156,16,UNIVERSITY OF CALGARY,1
13,2,5,4,2,44806.0,1053416.0,23.68769230769231,7,CNRS - INSTITUTE OF CHEMISTRY (INC),1
19,2,7,6,4,26373.0,640805.0,24.244210526315793,9,COLORADO STATE UNIVERSITY FORT COLLINS,1
18,3,10,3,2,37203.0,1507816.0,43.51777777777778,13,CALIFORNIA INSTITUTE OF TECHNOLOGY,1
19,1,12,6,0,28261.0,800705.0,32.53842105263158,13,UNIVERSITY OF ANTWERP,1
19,0,15,4,0,33628.0,1042519.0,30.778421052631582,15,NEWCASTLE UNIVERSITY - UK,1
17,1,9,7,0,23551.0,671157.0,30.591764705882355,10,UNIVERSITY OF NEWCASTLE,1
19,0,11,7,1,28178.0,667131.0,23.159999999999997,11,UNIVERSITY OF SOUTH FLORIDA,1
15,0,8,6,1,15166.0,692916.0,41.93,8,ICREA,1
9,0,6,3,0,23765.0,582671.0,26.736666666666665,6,SACKLER FACULTY OF MEDICINE,1
10,1,6,2,1,20798.0,933227.0,43.053000000000004,7,GERMAN CANCER RESEARCH CENTER (DKFZ),1
19,1,11,6,1,52511.0,1156098.0,18.94473684210526,12,SUNGKYUNKWAN UNIVERSITY (SKKU),1
18,0,10,4,4,30208.0,795977.0,24.56666666666667,10,UNIVERSITE DE STRASBOURG,1
18,0,13,5,0,37170.0,901537.0,24.25333333333333,13,WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO),1
18,0,6,12,0,25422.0,549730.0,22.352777777777778,6,UNIVERSIDADE DE COIMBRA,1
12,2,5,4,1,24794.0,793040.0,30.846666666666675,7,OAK RIDGE NATIONAL LABORATORY,1
19,0,6,13,0,24607.0,485876.0,20.803684210526317,6,UNIVERSITY OF ARKANSAS SYSTEM,1
22,3,13,3,3,40904.0,991417.0,25.852272727272734,16,ARIZONA STATE UNIVERSITY,1
17,4,8,1,4,31094.0,1019110.0,32.15941176470588,12,COMMONWEALTH SCIENTIFIC & INDUSTRIAL RESEARCH ORGANISATION (CSIRO),1
14,0,7,6,1,19439.0,425427.0,21.09142857142857,7,UNIVERSITI SAINS MALAYSIA,1
20,2,14,3,1,35948.0,1123686.0,36.804,16,TECHNICAL UNIVERSITY OF DENMARK,1
19,1,13,4,1,52876.0,1141602.0,19.28684210526316,14,KOREA UNIVERSITY,1
17,4,5,7,1,35096.0,1165632.0,34.27,9,WAGENINGEN UNIVERSITY & RESEARCH,1
16,0,7,6,3,20144.0,701749.0,29.5875,7,UNIVERSITY OF LEICESTER,1
12,3,6,3,0,28375.0,926489.0,37.51416666666666,9,JOHNS HOPKINS BLOOMBERG SCHOOL OF PUBLIC HEALTH,1
19,0,13,4,2,30860.0,836439.0,26.045263157894738,13,UNIVERSITY OF MUNSTER,1
16,0,8,8,0,35180.0,704463.0,19.403125,8,QINGDAO UNIVERSITY,1
18,2,11,3,2,33541.0,856168.0,27.159444444444446,13,ARIZONA STATE UNIVERSITY-TEMPE,1
11,0,6,3,2,27798.0,824696.0,26.59727272727272,6,NSW HEALTH,1
17,1,7,4,5,35413.0,752753.0,20.297647058823525,8,HANYANG UNIVERSITY,1
21,2,17,1,1,37373.0,1058444.0,30.158095238095235,19,UNIVERSITY OF BONN,1
17,0,12,3,2,30936.0,782411.0,22.389999999999997,12,UNIVERSITY OF TENNESSEE KNOXVILLE,1
22,4,18,0,0,53132.0,1574968.0,31.305454545454552,22,UNIVERSITY OF MASSACHUSETTS SYSTEM,1
17,0,9,6,2,22701.0,669450.0,29.428235294117645,9,UNIVERSITE LIBRE DE BRUXELLES,1
21,8,10,2,1,65596.0,1901568.0,25.409999999999997,18,FREE UNIVERSITY OF BERLIN,1
19,3,11,5,0,41548.0,1134055.0,26.75578947368421,14,UNIVERSITY OF LEEDS,1
11,4,5,1,1,29023.0,1053891.0,47.08454545454546,9,BOSTON CHILDREN'S HOSPITAL,1
18,1,9,6,2,26833.0,651128.0,26.65611111111111,10,MACQUARIE UNIVERSITY,1
21,0,13,7,1,39359.0,1130766.0,28.38428571428571,13,UNIVERSITY OF VIRGINIA,1
16,0,4,11,1,27048.0,456100.0,17.085,4,NATIONAL CHENG KUNG UNIVERSITY,1
18,1,11,4,2,20625.0,533355.0,35.288888888888884,12,UNIVERSITY OF NEBRASKA LINCOLN,1
17,0,12,3,2,32249.0,851038.0,25.11,12,UNIVERSITY OF COLOGNE,1
19,0,13,4,2,36525.0,908222.0,24.72,13,UNIVERSITY OF IOWA,1
20,3,16,1,0,51508.0,1191528.0,21.897,19,UNIVERSITY OF NAPLES FEDERICO II,1
14,1,6,3,4,28839.0,712072.0,26.513571428571424,7,KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY (KAIST),1
17,0,6,10,1,25943.0,479203.0,16.554705882352938,6,UNIVERSITY OF BUENOS AIRES,1
16,1,6,8,1,24581.0,566675.0,24.240625,7,FLORIDA STATE UNIVERSITY,1
17,0,10,5,2,20112.0,588370.0,28.561764705882354,10,UNIVERSITY OF CALIFORNIA RIVERSIDE,1
19,2,11,3,3,29974.0,918685.0,29.46631578947369,13,UNIVERSITY OF EXETER,1
13,0,9,1,3,21458.0,475476.0,20.24692307692308,9,INSTITUTO DE SALUD CARLOS III,1
